SMILES
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCCCCCCBr
FC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)CC[N+]1=CC=CC=C1)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1C2=CC=CC=C2SC2=CC=CC=C12
OS(=O)(=O)CCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(=O)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
FC(F)(F)C(OC(=O)C=C)C(F)(C(F)(F)F)C(F)(F)F
FC(F)=C(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C[N+](CCO)(CCCNS(=O)(=O)C(F)(F)C(F)(F)F)CCCS(O)(=O)=O
CCN(CCOC(C)CO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)C(F)(F)OC1=CC=CC=C1\N=C\C1=CN=CC=C1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NNC(=C1)C1=CC=CC=C1
FC1(F)C2CC(C=C2)C1(F)F
CCCCCCCCCCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC1=CC(=CC(Br)=C1N)C(F)(C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)[I+]C1=CC=CC=C1
FC1(F)OC2(C(F)(F)C1(F)F)C(F)(F)C(F)(F)C(F)(F)C2(F)F
FC(F)(F)C(=CC(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C(F)(F)F
OC(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O
FC(F)(C#N)C(F)(F)C(F)(F)C(F)(F)C#N
FC(=O)C(F)=C(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(Cl)C(F)(Br)C(F)(F)C(F)(Cl)Br
FC(F)(F)C(F)(OCCC[Si](Cl)(Cl)Cl)C(F)(F)F
CCOC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(=O)OCC(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Cl
C[N+](C)(CCCNC(=O)CSCCC(F)(F)C(F)(F)F)CC([O-])=O
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC(F)=C(F)C(F)(F)F
C[N+](C)(CCO)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC1=CC(=CC=C1Br)C(F)(C(F)(F)F)C(F)(F)F
CC1=CC2=S(S1)SC(C)=C2C1(SC(S1)=C(C(F)(F)F)C(F)(F)F)C(C(F)(F)F)C(F)(F)F
OS(=O)(=O)C(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C1(F)CC1(F)F
OS(=O)(=O)C(F)(F)C(Cl)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(CC(F)(F)C(F)(F)F)C(F)(F)F
OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
OC(=O)C(F)(F)C(F)(Cl)C(F)(F)C(F)(Cl)C(F)(F)Cl
C[N+](C)(C)CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OC(COC(=O)C=C)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
FC1=C(F)C(F)(C(F)(F)F)C1(F)F
CCCCCCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C=CC1=CC=CC=C1
FC(F)(F)C(F)(C1=CN=C(Cl)C=C1)C(F)(F)F
[O-]P([O-])(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCS(Cl)(=O)=O
FC(F)C(F)(F)COCC(=O)NCC1=CC=CC=C1
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(F)(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)S(F)(=O)=O
FC(F)(F)C(F)(F)C(F)(F)C(C=C)(C(F)(F)F)C(F)(F)F
FC(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)F
[O-]P(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OC(CC(=O)C(Cl)C(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
C[N+](C)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC([O-])=O
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(OC(=O)C1=CC=CC=C1SC1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)F
FC(F)(Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C=O
CCOC1CC(SS1)(C(F)(F)F)C(F)(F)F
OC(CC(O)=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(=C)C(Cl)=O
FC(F)(F)C(F)(F)C(F)(F)C(=O)NC1=NC=NN1
OC(C1=CC=CC=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)NC(=O)C(C(F)(F)F)C(F)(F)F
CCCN(CCC[Si](OC)(OC)OC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
[O-]S(=O)(=O)CCCCCOCCNCCCS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(OC1=CC=C(C=C1)S(Cl)(=O)=O)=C(C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
FC(F)(F)C1(OCC(COC(C2=CC=CC=C2)C2=CC=CC=C2)O1)C(F)(F)F
FC1=C(F)C(F)=C(F)C(=C1)C(F)(F)C(F)(F)F
CN(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=C(I)SC=C1
OC(CC(=O)CC(O)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F
FP1OC(C(F)(F)F)(C(F)(F)F)C(O1)(C(F)(F)F)C(F)(F)F
ON=C1C(=O)NC2=CC=CC=C2NC1(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)C(F)(F)F
FC(F)C(F)(F)OC(F)(F)C(F)=O
CN(CCOP(O)(=O)OCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OC(=O)CCOC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F
CC1=C(C)C=C(C=C1)C(F)(F)C(F)(F)F
C[N+](C)(CCO)CCCN(CCCS([O-])(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(=CC=C(Cl)Cl)C(F)(F)F
[O-]C(=O)C1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1C(=O)NC1=CC=CC(OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=C1
FC1C(F)(F)C(F)C(F)(F)C(F)(F)C1(F)F
OC1=CC=C(SCC(F)(F)C(F)F)C=C1
CC(=O)NC1=C(Cl)C=C(C=C1)C1=CC(Cl)=C(NC(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1
FC(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCC1=C(NC(=O)C2=C(F)C(=CC=C2)[N+]([O-])=O)C(C)=CC(=C1)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCO
CCC[Si](CCC(F)(F)F)(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OC
FC(C(F)(F)F)C(F)(F)C=C
CCN(CCOP([O-])([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCN(CC([O-])=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OC(=O)C1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1
CN(CCC[N+](C)(C)CCCS(O)(=O)=O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CN(CCOC(=O)C=C)S(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F
[O-][N+](=O)C(F)C(F)(F)F
CC1=CC=C(OC(=O)C(F)(F)C(F)(F)F)C=C1
OC(NC1CCCCC1NC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)Br)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F
C[N+](C)(CCCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)F)CCC(O)CO
OC1=CC=C(C=C1)C1(C2=CC=C(O)C=C2)C(F)(F)C(F)(F)C(F)(F)C1(F)F
[O-]S(=O)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)C(F)(F)OCC(F)(F)F
FC1(F)CC2=C(C=C(Br)C=C2)C1(F)F
FC(F)(F)C(F)(F)[Se][Se]C(F)(F)C(F)(F)F
FN(F)C(F)(F)C(F)(F)C(F)(F)F
COC1=C(F)C(F)(F)C(F)(F)C1=O
CC(C)C(F)=C(C(F)(F)F)C(F)(F)F
C[N+](C)(C)CC(O)CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I
FC(F)C(F)(F)OCCOC(F)(F)C(F)F
FC(F)(C(Cl)=O)C(F)(F)C(Cl)=O
FC(F)(F)C(F)(C1=CC=C(CCl)C=C1)C(F)(F)F
OCC(I)=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OP(=O)(OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
C[SiH](C)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(=O)N1CCC[C@H]1C(Cl)=O
C[N+](C)(CC(O)CC(F)(F)C(F)(F)F)C(O)=O
FC1(F)C(F)(F)C(F)(F)C(F)(C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OP([O-])(=O)OCC(F)(F)C(F)(F)C(F)(F)F
CN(C(=O)CCl)C1=CC=C(C=C1)C(O)(C(F)(F)F)C(F)(F)F
OC(C1CCC2=C(C=C(C=C2)[N+]([O-])=O)C1=O)(C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=NN=C(O1)C1=CC=CC=C1
OS(=O)(=O)C(F)(F)OC(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCOC(=O)N=NC(=O)OCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OP(O)(=O)OCC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F
FC(F)(F)C1(F)OC1(F)C(F)(F)F
[O-]S(=O)(=O)C(F)(F)C(F)(F)CCCCCCC(F)(F)F
CN(CCC[N+](C)(C)C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)(F)C1(OC(F)(F)C(F)(Cl)O1)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CC(C)CC(C)(C1=CC=C(OC(F)(F)C(F)F)C=C1)C1=CC=C(OC(F)(F)C(F)F)C=C1
C[N+](C)(CCC(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC(O)=O
FC(F)(F)C(F)(F)C#COC1=CC=CC=C1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC(C[Si](Cl)(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(F)C(F)(F)C(F)(F)C(F)(F)C=C
[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCN(CCOC(=O)NC1=CC(NC(=O)OC(C)COC(=O)C(C)=C)=C(C)C=C1)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC1(F)CC2=C(C=CC(Br)=C2)C1(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C#C
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=CC=C(COC(=O)ON2C(=O)CCC2=O)C=C1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(Br)C(F)(F)Br
OC1=CC=C(NCC(F)(F)C(F)(F)C(F)(F)F)C=C1
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCCl
FC(F)(F)C(F)(F)C1NCCO1
OC(=O)CC(=O)C(F)(F)C(F)(F)C(F)(F)F
CC1(C)CN1C(F)(F)C(C(F)(F)F)C(F)(F)F
FC(F)(F)C(C=CC(C(F)(F)F)C(F)(F)F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C1=C(N=CC=C1)C(F)(F)C(F)(F)C(F)(F)F
FC(C(F)(F)F)C(F)(F)OC1=CC=CC=C1Br
FC(F)(F)OC1=C(Br)C(Cl)=CC(=C1)C(F)(C(F)(F)F)C(F)(F)F
OP(C(C(F)(F)F)C(F)(F)F)C(O)(C(F)(F)F)C(F)(F)F
FC(OC(F)(F)C(F)(F)C(F)(F)F)=C(F)OC(F)(F)C(F)(F)C(F)(F)F
COC(=O)OCC(F)(F)C(F)(F)F
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(C(Cl)=O)C(Cl)=O
FC(F)(F)CC(I)(C(F)(F)F)C(F)(F)F
C[N+](C)(C)CCCNC(=O)CS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OC(=O)CCS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
FC(=O)C(F)(OC(F)(F)C(F)(F)S(F)(=O)=O)C(F)(F)OC(F)(F)C(F)(F)S(F)(=O)=O
CC[C@H](C)[C@H](NC(=O)C(F)(F)C(F)F)C(O)=O
CC(O)(CCOC(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)C(F)(F)F)C#C
CCOC(OCC)[SiH2]CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOC(=O)C=C(O)C(F)(F)C(F)(F)F
C[Si](C)(C)C(F)(C(F)F)C(F)(F)F
CNCCCNS(=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F
[O-]P(=O)(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
OCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F
NCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
CCOP(=O)(NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCC
OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)C(F)=C(F)C(F)(F)F
[O-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F
