dataset,subtask,set,num_of_retained_feature,num_of_compounds,num_leaves,learning_rate,n_estimators,min_split_gain,reg_alpha,reg_lambda,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,rmse,r2,mae
BCF1859_RDKit,logBCF,tr,79,1859,27,1.2054192978887923,135,0.40300924359791596,1.5351537936684636,1009.8714730370601,0.751236631228817,0.9104892987171477,4,93,0.730752300229916,0.7303253506460121,0.5473032146640198
BCF1859_RDKit,logBCF,va,79,1859,27,1.2054192978887923,135,0.40300924359791596,1.5351537936684636,1009.8714730370601,0.751236631228817,0.9104892987171477,4,93,0.7834869630052796,0.6942260834457991,0.6195753420224728
BCF1859_RDKit,logBCF,te,79,1859,27,1.2054192978887923,135,0.40300924359791596,1.5351537936684636,1009.8714730370601,0.751236631228817,0.9104892987171477,4,93,0.8337203975403907,0.6331751761600328,0.6387380606363192
