split,dataset,subtask,set,num_of_retained_feature,num_of_compounds,rmse,r2,mae
1,BCF1859_ECFP,logBCF,tr,96,1859,0.9289923140971164,0.5698706062300058,0.7254752420734154
1,BCF1859_ECFP,logBCF,va,96,1859,0.9926088924568698,0.5249521395460058,0.759434132582715
1,BCF1859_ECFP,logBCF,te,96,1859,0.8790763383927228,0.524607075309939,0.6806458883709313
2,BCF1859_ECFP,logBCF,tr,96,1859,0.9185343790474615,0.5741174542791434,0.7195753291766367
2,BCF1859_ECFP,logBCF,va,96,1859,1.0191757693380024,0.45056363802324795,0.7628884535488369
2,BCF1859_ECFP,logBCF,te,96,1859,0.9468731114574995,0.5521048851008312,0.7296212786629134
3,BCF1859_ECFP,logBCF,tr,96,1859,0.9411098001620829,0.5367818617770668,0.7391891785082477
3,BCF1859_ECFP,logBCF,va,96,1859,1.077253027451165,0.473961339091579,0.8130966920568145
3,BCF1859_ECFP,logBCF,te,96,1859,0.9129912476177307,0.6331808279194404,0.7376589274915873
4,BCF1859_ECFP,logBCF,tr,96,1859,0.9322943491124678,0.5574716220960756,0.7265712299714204
4,BCF1859_ECFP,logBCF,va,96,1859,0.9110421553228255,0.5608478243367043,0.7332256515510326
4,BCF1859_ECFP,logBCF,te,96,1859,1.0541404447897336,0.4790718149362102,0.8506776590221615
5,BCF1859_ECFP,logBCF,tr,96,1859,0.9416164360843788,0.5342986221972248,0.7394001516875243
5,BCF1859_ECFP,logBCF,va,96,1859,0.8595643128237019,0.6236899368966936,0.6714986971619653
5,BCF1859_ECFP,logBCF,te,96,1859,1.109005537465612,0.511467377542352,0.8011941741469876
6,BCF1859_ECFP,logBCF,tr,96,1859,0.9191230384524846,0.5731196988124452,0.7184392640801462
6,BCF1859_ECFP,logBCF,va,96,1859,0.9602748348223875,0.5398028546294725,0.7278213889139739
6,BCF1859_ECFP,logBCF,te,96,1859,1.0290832692216345,0.4473750515067464,0.8055145294522946
7,BCF1859_ECFP,logBCF,tr,96,1859,0.9174562282933549,0.5878735386765535,0.7126191840120011
7,BCF1859_ECFP,logBCF,va,96,1859,1.030358571888292,0.42087040059847103,0.8220967085306458
7,BCF1859_ECFP,logBCF,te,96,1859,0.9159820896798223,0.459026253701464,0.7035008569668403
8,BCF1859_ECFP,logBCF,tr,96,1859,0.904660851289143,0.5772357870364714,0.7023245563918109
8,BCF1859_ECFP,logBCF,va,96,1859,1.0586317238036278,0.5559012649146571,0.8242319784047422
8,BCF1859_ECFP,logBCF,te,96,1859,0.9474030678553386,0.5002140186638131,0.7483591952333716
9,BCF1859_ECFP,logBCF,tr,96,1859,0.9254813606935101,0.5541191831101708,0.7372208263493734
9,BCF1859_ECFP,logBCF,va,96,1859,1.1494591200367679,0.4067323865841259,0.8372976797554288
9,BCF1859_ECFP,logBCF,te,96,1859,1.0903744518443597,0.454076569589826,0.8009038785465163
10,BCF1859_ECFP,logBCF,tr,96,1859,0.9408730596134404,0.5489877360608418,0.7321489623847448
10,BCF1859_ECFP,logBCF,va,96,1859,0.9327371941564004,0.5302533376347551,0.7224056253918485
10,BCF1859_ECFP,logBCF,te,96,1859,0.9669997197363689,0.5683158514382307,0.7590881645143943
