dataset,subtask,set,num_of_retained_feature,num_of_compounds,alpha,hidden_layer_sizes,learning_rate,activation,rmse,r2,mae
BCF1859_ECFP,logBCF,tr,96,1859,1.4045420378709421,"(100, 100, 100)",invscaling,tanh,0.8969497830185542,0.5937101256914074,0.6874090736935403
BCF1859_ECFP,logBCF,va,96,1859,1.4045420378709421,"(100, 100, 100)",invscaling,tanh,0.9933667207264687,0.50846312947092,0.7997524053854098
BCF1859_ECFP,logBCF,te,96,1859,1.4045420378709421,"(100, 100, 100)",invscaling,tanh,0.9422149499610947,0.5314910999047064,0.73738915043875
