dataset,subtask,set,num_of_retained_feature,num_of_compounds,num_leaves,learning_rate,n_estimators,min_split_gain,reg_alpha,reg_lambda,feature_fraction,bagging_fraction,bagging_freq,min_child_samples,rmse,r2,mae
BCF1859_Padel,logBCF,tr,22,1859,8,1.0889834173869777,149,0.021782679987064485,1.2883340100359586,4654.454079304206,0.5786974108693449,0.5440807850342786,0,17,0.7514550363016105,0.7148287498765487,0.5552455863263484
BCF1859_Padel,logBCF,va,22,1859,8,1.0889834173869777,149,0.021782679987064485,1.2883340100359586,4654.454079304206,0.5786974108693449,0.5440807850342786,0,17,0.8776833570327559,0.6162816099019608,0.6839990496347734
BCF1859_Padel,logBCF,te,22,1859,8,1.0889834173869777,149,0.021782679987064485,1.2883340100359586,4654.454079304206,0.5786974108693449,0.5440807850342786,0,17,0.8248653880832068,0.6409259458492967,0.6354416589856954
