dataset,subtask,set,num_of_retained_feature,num_of_compounds,C,gamma,rmse,r2,mae
BCF1859_ECFP,logBCF,tr,96,1859,1.0867191874181445,0.11858376962973885,0.6540035450769444,0.783996919188005,0.3812407868589695
BCF1859_ECFP,logBCF,va,96,1859,1.0867191874181445,0.11858376962973885,0.9008491985597507,0.5957583290792292,0.7087590401379985
BCF1859_ECFP,logBCF,te,96,1859,1.0867191874181445,0.11858376962973885,0.8424351380699285,0.6254663786059729,0.6386081717467968
