dataset,subtask,set,num_of_retained_feature,num_of_compounds,alpha,hidden_layer_sizes,learning_rate,activation,rmse,r2,mae
BCF1859_Padel,logBCF,tr,22,1859,2.077795141282971,"(200, 200, 200)",adaptive,relu,0.8893453085928223,0.6005700946273367,0.6824473181492541
BCF1859_Padel,logBCF,va,22,1859,2.077795141282971,"(200, 200, 200)",adaptive,relu,0.888339625238846,0.6069073199790467,0.722025910044812
BCF1859_Padel,logBCF,te,22,1859,2.077795141282971,"(200, 200, 200)",adaptive,relu,0.8862840328418058,0.5854626047737203,0.6803509865728041
