dataset,subtask,set,num_of_retained_feature,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
BCF1859_Padel,logBCF,tr,22,1859,300,10,1,0.002490993320540984,log2,0.6249558821029528,0.8027584255519705,0.49329206321058855
BCF1859_Padel,logBCF,va,22,1859,300,10,1,0.002490993320540984,log2,0.8276993583462542,0.6587425632385016,0.6581637944819488
BCF1859_Padel,logBCF,te,22,1859,300,10,1,0.002490993320540984,log2,0.8024327588932211,0.6601907754158378,0.6262794222069087
