dataset,subtask,set,num_of_retained_feature,num_of_compounds,C,gamma,rmse,r2,mae
BCF1859_Padel,logBCF,tr,22,1859,45.77409714350233,0.18410083855785897,0.6736199599171182,0.7708448431648156,0.43855604757469563
BCF1859_Padel,logBCF,va,22,1859,45.77409714350233,0.18410083855785897,0.8331681294126327,0.654218156772879,0.6325835584833828
BCF1859_Padel,logBCF,te,22,1859,45.77409714350233,0.18410083855785897,0.8295405751577045,0.6368440779638156,0.6225521400594698
