dataset,subtask,set,num_of_retained_feature,num_of_compounds,C,gamma,rmse,r2,mae
SurFace1881ECFPseed0group.csv,Surface,tr,56,1881,26.235383471789277,0.10080318876838676,2.3846040643537427,0.8609091038713748,1.2532524238002791
SurFace1881ECFPseed0group.csv,Surface,va,56,1881,26.235383471789277,0.10080318876838676,3.2279518930948754,0.7441983478311579,2.1168546396847363
SurFace1881ECFPseed0group.csv,Surface,te,56,1881,26.235383471789277,0.10080318876838676,3.6963256957049038,0.7205304555448939,2.322826619655788
