dataset,subtask,set,num_of_retained_feature,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
SurFace1881rdkit200seed0group.csv,Surface,tr,50,1881,500,11,1,0.004934562582576715,0.9,1.703394502950031,0.9290264337050363,1.2279414708077006
SurFace1881rdkit200seed0group.csv,Surface,va,50,1881,500,11,1,0.004934562582576715,0.9,2.69618946975067,0.8215362336943097,1.823853326078456
SurFace1881rdkit200seed0group.csv,Surface,te,50,1881,500,11,1,0.004934562582576715,0.9,3.384473820979866,0.765697812886405,1.97878597750071
