dataset,subtask,set,num_of_retained_feature,num_of_compounds,C,gamma,rmse,r2,mae
SurFace1881rdkit200seed0group.csv,Surface,tr,50,1881,49.968176704104735,0.19385310738051714,0.936357085391266,0.9785538594544032,0.32602696778185686
SurFace1881rdkit200seed0group.csv,Surface,va,50,1881,49.968176704104735,0.19385310738051714,2.3734004360526657,0.8617098418175619,1.3879271860111653
SurFace1881rdkit200seed0group.csv,Surface,te,50,1881,49.968176704104735,0.19385310738051714,2.9185558634730144,0.8257671481699764,1.4511909017534954
