dataset,subtask,set,num_of_retained_feature,num_of_compounds,n_estimators,max_depth,min_samples_leaf,min_impurity_decrease,max_features,rmse,r2,mae
SurFace1881ECFPseed0group.csv,Surface,tr,56,1881,10,10,1,0.0011928634345628184,0.7,2.5137688984374935,0.8454329768621784,1.802645268292246
SurFace1881ECFPseed0group.csv,Surface,va,56,1881,10,10,1,0.0011928634345628184,0.7,3.2242981583539967,0.744777106410773,2.309107599920233
SurFace1881ECFPseed0group.csv,Surface,te,56,1881,10,10,1,0.0011928634345628184,0.7,3.674734058882872,0.7237858942508457,2.4887095321209576
