smiles,Surface,group,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,qed
CCC(C)N,21.37375,train,0.934474051,0.000772807,0.000129867,0.0003325,0.000231729,7.42E-05,0.000570627,0.000712654,0.000957409,0.000384572,0.000625765,0.000364992,1.70E-05,1.34E-05,4.07E-10,2.18E-08,6.89E-07,0.100217767,0.145032287,0.170206189,9.26E-11,5.86E-17,0.477869779,0.22144261,0.405348748,5.02E-05,0.997757852,0.787999392,0.072555579,0.999390304,0.98722434,7.70E-05,3.22E-05,0.999998987,0.000254872,0.001555227,0.503988862,9.26E-05,0.015879925,0.130828828,0.015879925,0.008330905,0.917835772,0.004665022,0.839284658,0.859703004,0.066407152,0.000264876,5.16E-05,0.707278669,0.051529914,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.040600274,0.474469244,0.000885395,5.70E-08,0.016145846,0,1.14E-21,2.40E-23,0.021217309,0.155431062,5.76E-21,3.61E-15,0.14598012,1.74E-22,1.18E-10,0.05998338,9.05E-08,4.61E-10,0.15707238,0.156718537,0.075683862,0.147866279,0.027500885,0.004928455,0.124459632,0.073181652,0.167096868,0.075581007,0.986924827,0.536846519,0.030449467,0.025836932,5.30E-05,1.43E-16,0.342157632,6.95E-13,0,9.80E-13,0.011178405,1.20E-11,2.86E-09,0.380838007,0.030994494,2.99E-06,0.277639002,5.30E-05,0.033860426,5.30E-05,0.5,0.384710461,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.880962014,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.999887466,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.338300407
C(C=CC)C,16.6125,train,0.945564985,0.000898719,0.000103532,0.0003325,0.000231729,0.000102269,0.000570627,0.000712654,0.00027851,9.99E-05,0.000236913,0.000154667,0.000412352,0.000237421,4.07E-10,2.18E-08,6.89E-07,0.100217767,0.019674268,0.170206189,9.26E-11,5.86E-17,0.477869779,0.564373493,7.52E-13,3.94E-05,0.989087105,0.957935572,0.158341974,0.8592031,0.981931031,7.70E-05,2.68E-05,0.999998987,0.000181996,0.022465903,0.47864309,9.80E-05,0.01001511,0.025913278,0.01001511,0.004636146,0.997636378,0.009044666,0.913561106,0.971415162,0.18746829,0.000341959,4.06E-05,0.061316334,0.033330414,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.018975841,0.055286668,5.23E-05,5.70E-08,0.016145846,0,1.14E-21,2.40E-23,0.020326965,0.008721533,5.76E-21,3.61E-15,0.14598012,1.74E-22,1.18E-10,0.05998338,9.05E-08,4.61E-10,0.15707238,0.381623,0.075683862,0.080760151,0.027500885,0.004928455,0.124459632,0.073181652,0.167096868,0.075581007,8.79E-24,0.419977605,0.030449467,0.055149522,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.000264281,1.20E-11,2.86E-09,0.380838007,0.0774398,2.99E-06,0.277639002,5.30E-05,0.006171383,5.30E-05,0.5,0.384710461,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.883376658,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,1,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.246495172
N1=CC=CC2=C1C=CC=C2,42.5925,train,0.968815386,0.018650625,0.001962025,0.002842687,0.001785404,0.004558719,0.005729541,0.003980292,0.005859044,0.002739278,0.011284831,0.006018092,0.017909747,0.010166394,4.07E-10,2.18E-08,6.89E-07,0.100217767,0.019674268,0.146532893,0.622856081,5.86E-17,0.652585506,0.51768446,7.52E-13,0.001385736,0.144524187,0.286521673,0.629651606,2.16E-14,0.901958585,0.003382784,0.001555148,0.999998987,0.000481549,0.001187911,0.094173871,0.00261532,0.013256678,0.073470145,0.013256678,0.023906315,0.99649775,0.016052423,0.907814264,0.920181692,0.23061043,0.005339718,0.001387716,0.061316334,0.051529914,9.94E-22,0.14249225,0.062963136,0.358206958,0.865038276,0.385834038,0.040600274,0.055286668,0.000885395,5.70E-08,0.002152298,0,1.14E-21,2.40E-23,0.030513344,0.008721533,5.76E-21,3.61E-15,0.14598012,1.74E-22,1.18E-10,0.32497108,9.05E-08,4.61E-10,0.15707238,0.466543049,0.068268001,0.249220505,0.196467355,0.12026567,0.124459632,0.220677719,0.167096868,0.193425819,8.79E-24,0.019854397,0.030449467,0.29387638,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.0072224,1.20E-11,2.86E-09,0.008253923,0.468778729,2.99E-06,0.985729516,5.30E-05,0.013770828,5.30E-05,0.5,1,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.399820626,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,0.79681164,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,0.277430415,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.358229369,1.61E-09,0.914027333,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.999907553,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.999979138,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.400929749
O=C(C)C(C(=O)OCC)(CC)CC,27.695,train,0.99800694,0.008045757,0.024300963,0.04112345,0.028193401,0.012890702,0.034393042,0.021517031,0.02393052,0.01253481,0.072211429,0.042019919,0.052287612,0.030785248,0.573591769,0.511302292,6.89E-07,0.416937917,0.553081274,2.51E-11,0.668050408,0.40889132,0.55287087,2.39E-11,0.349110782,0.011934401,0.624347806,0.191577047,0.040313702,0.979939103,0.954141259,0.014188843,0.00981222,0.999998987,0.073637515,0.088218011,0.299865991,0.014111258,0.14345333,0.591993749,0.14345333,0.811488032,0.518245399,0.815366209,0.22859931,0.397701979,0.183338523,0.014694956,0.011708058,0.061316334,0.124047369,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.168438017,0.055286668,0.033457581,5.70E-08,0.335669219,0,1.14E-21,2.40E-23,0.063581869,0.118106745,0.700284243,3.61E-15,0.14598012,1.74E-22,0.898279727,0.618010104,9.05E-08,4.61E-10,0.15707238,0.289530993,0.223959908,0.080760151,0.241872743,0.004928455,0.565006256,0.239080802,0.167096868,0.075581007,0.9855389,0.733457446,0.22941713,0.025836932,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.157579824,0.634409428,0.934835494,0.735149503,0.030994494,2.99E-06,0.277639002,5.30E-05,0.11727833,5.30E-05,0.5,1,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.933898866,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.797135353,0.930634141,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.999974668,0.760844767,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,1,0.966151655,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.338314921
CCCCCCCCOB(OCCCCCCCC)OCCCCCCCC,28.18,train,0.993330717,0.012451733,0.570855379,0.79069078,0.762387574,0.561113238,0.861665189,0.820429206,0.714927554,0.621666312,0.612713039,0.494796753,0.516140223,0.389715433,0.662679374,2.18E-08,6.89E-07,0.100217767,0.019674268,0.809290707,0.998756468,5.86E-17,1.09E-06,0.601851583,0.717989028,0.532534957,0.001707835,0.001827922,0.001687871,0.999390304,0.986916721,0.523328662,0.4135741,0.999998987,0.891797721,0.995382011,0.99999094,0.622332931,0.017716292,0.99999392,0.017716292,0.998575211,0.944839656,0.943848908,0.463747591,0.759608924,0.991875887,0.716457009,0.529688895,0.061316334,0.124047369,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.168438017,0.055286668,0.098237395,5.70E-08,0.993418455,0,1.14E-21,2.40E-23,0.742362559,0.556980252,5.76E-21,3.61E-15,0.14598012,1.74E-22,0.922213554,0.05998338,9.05E-08,4.61E-10,0.15707238,0.998499691,0.124102563,0.47025466,0.027500885,0.004928455,0.544406772,0.155733511,0.167096868,0.075581007,8.79E-24,0.989529729,0.626276791,0.025836932,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.334046245,0.622927785,2.86E-09,0.998135924,0.030994494,2.99E-06,0.277639002,5.30E-05,0.038151085,5.30E-05,0.5,0.384710461,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.947873056,0.0198818,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,1,0.166633397,0.023157842
CCOC(=O)CC(C)C,23.5275,train,0.984693885,0.00218519,0.002888926,0.006354638,0.004008086,0.001795907,0.006222757,0.004273627,0.008514225,0.004102275,0.001744587,0.00094937,0.003189473,0.001766702,4.07E-10,0.26486966,6.89E-07,0.220288917,0.539361954,2.51E-11,9.26E-11,5.86E-17,0.602088213,2.39E-11,0.349110782,0.001452775,0.984120965,0.908864319,0.394081265,0.99087286,0.972435892,0.00190022,0.001161625,0.999998987,0.009089961,0.046963815,0.648880422,0.001912641,0.07789804,0.597809851,0.07789804,0.766006649,0.480997652,0.764961541,0.699392438,0.391981006,0.137450442,0.002426707,0.001453089,0.061316334,0.079831727,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.084738828,0.055286668,0.007285538,5.70E-08,0.117447622,0,1.14E-21,2.40E-23,0.035319451,0.118106745,5.76E-21,3.61E-15,0.14598012,1.74E-22,0.898279727,0.312257379,9.05E-08,4.61E-10,0.15707238,0.289530993,0.072517999,0.15342541,0.241872743,0.004928455,0.311205447,0.135992631,0.167096868,0.075581007,0.987637341,0.552185953,0.22941713,0.025836932,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.06628193,0.460528582,0.939529359,0.524592817,0.030994494,2.99E-06,0.277639002,5.30E-05,0.034542587,5.30E-05,0.5,1,5.30E-05,5.30E-05,0.955657184,5.30E-05,0.998653471,0.924215555,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.5,0.5,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.999974668,0.760844767,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.41708681
C(C1=CC=NC=C1)(=O)OCCC,34.972,train,0.934476614,0.014056399,0.008864772,0.011326755,0.00725549,0.010759739,0.013820517,0.00878794,0.008062195,0.003867493,0.007636272,0.004049796,0.007864368,0.004389131,4.07E-10,0.26486966,6.89E-07,0.220288917,0.33450985,0.170206189,9.26E-11,0.762436926,0.477869779,0.158330396,0.349110782,0.005897766,0.974429905,0.94342792,0.840115428,0.456266552,0.900534451,0.009170044,0.005947896,0.999998987,0.010818833,0.053893495,0.30600071,0.007611759,0.108024508,0.567615509,0.108024508,0.859513164,0.847471237,0.8675735,0.590740085,0.421667099,0.143658355,0.007840626,0.005822761,0.061316334,0.124047369,9.94E-22,0.14249225,0.062963136,0.034722887,0.865038276,0.083757736,0.168438017,0.055286668,0.033457581,5.70E-08,0.117447622,0,1.14E-21,2.40E-23,0.045666009,0.118106745,5.76E-21,3.61E-15,0.14598012,1.74E-22,0.898279727,0.32497108,0.634173989,4.61E-10,0.15707238,0.156718537,0.11707031,0.267928094,0.479093194,0.026103288,0.311205447,0.135992631,0.167096868,0.193425819,8.79E-24,0.265739083,0.22941713,0.155267805,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.143132299,0.242464811,2.86E-09,0.45453006,0.179792121,2.99E-06,0.277639002,5.30E-05,0.087460436,5.30E-05,0.5,1,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.8014431,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,0.79681164,0.165079549,0.167040631,0.166498333,0.166486815,0.5,0.5,7.11E-15,0.16834648,0.167982936,0.277430415,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.999974668,0.760844767,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.999979138,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.569670022
CC(CC(C)(C)C)CC(C)(C)C,21.4,train,0.993651569,0.002754401,0.018416395,0.0776048,0.05589205,0.005251319,0.049301233,0.031242199,0.468398631,0.357804358,0.026441164,0.014496992,0.174341366,0.110635191,4.07E-10,2.18E-08,6.89E-07,0.100217767,0.291549832,0.157055587,0.783525884,5.86E-17,1.09E-06,0.919812202,7.52E-13,0.007059434,0.041382369,0.009599928,0.003871606,0.999390304,0.988006949,0.009170044,0.004045052,0.999998987,0.069158509,0.024478519,0.854943633,0.013404935,0.010326672,0.022147184,0.010326672,0.0046316,0.954027534,0.009055128,0.855718732,0.97553122,0.761181056,0.029545475,0.006962944,0.061316334,0.033330414,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.018975841,0.055286668,5.23E-05,5.70E-08,0.052056905,0,1.14E-21,2.40E-23,0.060064726,0.008721533,5.76E-21,3.61E-15,0.14598012,1.74E-22,1.18E-10,0.05998338,9.05E-08,4.61E-10,0.15707238,0.773226023,0.278018862,0.080760151,0.027500885,0.004928455,0.124459632,0.073181652,0.167096868,0.075581007,0.998220325,0.879395604,0.030449467,0.025836932,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,9.80E-13,0.000264281,1.20E-11,0.977709889,0.904207706,0.030994494,2.99E-06,0.277639002,5.30E-05,0.006171383,5.30E-05,0.5,0.384710461,5.30E-05,5.30E-05,0.999869406,5.30E-05,0.998653471,0.971628249,0.020286834,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,4.70E-08,0.166633397,0.462625146
CCCCCP(=O)(OCCC)OCCC,27.9875,train,0.994696498,0.006301446,0.042700376,0.091796041,0.104831353,0.031827416,0.109803095,0.238095611,0.054122955,0.234699875,0.031585634,0.22900629,0.028201221,0.309436679,0.672807455,0.251965791,6.89E-07,0.100217767,0.551109672,0.717549205,9.26E-11,5.86E-17,0.55287087,0.22144261,0.559652925,0.047374353,0.110837638,0.065150402,0.033921339,0.999390304,0.990541875,0.030800302,0.035962071,0.999998987,0.220722005,0.67267704,0.849969447,0.036961168,0.264570057,0.133366525,0.264570057,0.841806471,0.963452399,0.777434289,0.057917662,0.880716383,0.704003096,0.055251162,0.046032287,0.061316334,0.124047369,9.94E-22,0.14249225,0.062963136,0.034722887,4.83E-15,0.011177599,0.168438017,0.055286668,0.098237395,5.70E-08,0.833340287,0,1.14E-21,2.40E-23,0.102685086,0.306548327,5.76E-21,3.61E-15,0.14598012,1.74E-22,0.9259938,0.296955198,9.05E-08,4.61E-10,0.15707238,0.602837324,0.124102563,0.080760151,0.719738543,0.004928455,0.524143815,0.160040334,0.167096868,0.075581007,8.79E-24,0.834431231,0.616270363,0.025836932,5.30E-05,1.43E-16,0.037316039,6.95E-13,0,0.975051045,0.176578417,0.611576021,2.86E-09,0.853790939,0.030994494,2.99E-06,0.277639002,5.30E-05,0.067225844,5.30E-05,0.5,0.384710461,5.30E-05,5.30E-05,0.164664522,5.30E-05,0.998653471,0.93418014,0.017974833,5.71E-19,3.32E-10,9.64E-10,7.11E-15,5.84E-13,1.20E-20,0.165079549,0.167040631,0.166498333,0.166486815,0.202864662,0.069365881,7.11E-15,0.16834648,0.167982936,6.87E-10,0.001181573,0.164332628,0.000837777,0.166325733,0.163034141,0.165079549,9.57E-08,3.50E-08,0.16820617,0.16580686,0.167346597,7.14E-07,2.64E-12,0.099912792,2.87E-10,0.37773785,0.004506168,0.133250251,0.034729928,1.61E-09,1.88E-18,2.09E-07,7.11E-15,0.49926427,0.164929405,1.32E-17,2.11E-16,1.17E-09,3.26E-22,6.25E-10,0.168149188,0.165450722,1.17E-13,0,0.164668873,0.16692473,0,5.10E-08,7.11E-15,0.154654115,2.79E-22,0,0.167639732,6.31E-25,0.168186128,0.009088502,0.168363199,8.27E-11,0.156346351,0,0,0.021135423,0.021135423,2.39E-20,0,8.34E-25,5.30E-05,0.15695107,4.03E-08,1.55E-23,1.59E-17,5.77E-14,2.96E-11,0.168378368,0.167380184,1.48E-18,2.32E-16,0.960706711,0.166633397,0.254550219
