smiles,Bioactivity
CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(O)=O)CC1)c1cccc(\C=C\c2ccc3ccc(Cl)cc3n2)c1,1
CC1(C)[C@H](CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@](C)(CC[C@]3(C)CC[C@@]12C)C([O-])=O)OC(=O)CCC([O-])=O,0
COc1cc(C(=O)OC2OC(CO)C(O)C(O)C2O)ccc1OC(=O)C=Cc1ccccc1,0
C[N+](C)(C)CCOP(O)(=O)OCC(COC=O)OC=O,1
NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c1ccccc1)c1ccccc1,0
COc1c(N2CC3CCCNC3C2)c(F)cc2C(=O)C(=CN(C3CC3)c12)C(O)=O,1
ClC\C=C\Cl,1
Fc1c(N2C[C@H]3[C@H]([C@H]3N)C2)nc2n(cc(c(=O)c2c1)C(=O)O)c1c(F)cc(F)cc1,1
C(C=1C=CC=CC1)(C=2C=CC=CC2)OC3CCN(CCCC(C=4C=CC(C(C)(C)C)=CC4)=O)CC3,1
CC(C(O)=O)c1cccc(Oc2ccccc2)c1,1
FC(F)(F)C1=CC(NC2=NC=CC=C2C(=O)O)=CC=C1,1
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,1
Cc1cccc(Nc2ccccc2C(O)=O)c1C,1
C[C@H](N)C12CC3CC(CC(C3)C1)C2,0
O[C@@]12[C@H]3[C@@H]([C@@]4([C@H](CC3)C[C@@H](O[C@@H]3O[C@@H]([C@@H](O[C@@H]5O[C@@H]([C@@H](O[C@@H]6O[C@@H]([C@@H](O)[C@@H](O)C6)C)[C@@H](O)C5)C)[C@@H](O)C3)C)CC4)C)C[C@@H](O)[C@@]1([C@@H](CC2)C1=CC(=O)OC1)C,0
ClCOC(=O)[C@]1(O)[C@@]2([C@H]([C@H]3[C@H]([C@@H](O)C2)[C@@]2(C(=CC(=O)C=C2)CC3)C)CC1)C,0
NC(=O)c1cc2cc(ccc2o1)N1CCN(CCCCc2c[nH]c3ccc(cc23)C#N)CC1,0
COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,1
O=C1c2c(O)cccc2Cc2cccc(O)c21,0
COc1cc(-c2cc(=O)c3c(O)cc(O)c(C4OC(CO)C(O)C(O)C4O)c3o2)ccc1O,0
CC1OC(OC2C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1
CCN(CC)CCN=C(O)C1=C(OC)C=CC(S(C)(=O)=O)=C1,1
CN1CCN(CC1)C1=Nc2ccccc2Nc2sc(C)cc12,1
OC(=O)[C@H]1NC[C@@H](C1)C1CCCCC1,1
CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,1
Clc1c([C@@H](OCc2c3c(sc2)c(Cl)ccc3)Cn2ccnc2)ccc(Cl)c1,1
OC1C(O)C(OC2CC3=C(O)C=C(O)C=C3OC2C2=CC(O)=C(O)C=C2)(OC2=CC(O)=CC(O)=C12)C1=CC(O)=C(O)C=C1,0
COC1=C(OC)C=C2C(=N)[NH]C(N3CCN(C(=O)C4CCCO4)CC3)=NC2=C1,0
CC(C)C(=O)Nc1ccc(c(c1)C(F)(F)F)[N+]([O-])=O,1
O=c1ccc2ccccc2o1,1
[H]OC(=O)C4=C(C([H])([H])SC1=NN=NN1C([H])([H])[H])C([H])([H])SC3([H])(N4(C(=O)C3([H])(N([H])C(=O)C(=NOC([H])([H])[H])C=2N=C(N([H])[H])SC=2([H])))),1
OC(=O)CCc1nc(c(o1)-c1ccccc1)-c1ccccc1,1
NC(CN(O)N=O)C(O)=O,0
Cc1cn([C@H]2O[C@H](CO)C=C2)c(=O)[nH]c1=O,1
NC1=CC(N2CCCCC2)=NC(N)=[N+]1[O-],0
O=C1CC[C@H]2C(=C1)CC[C@@H]1[C@@H]2CC[C@@]2([C@@H]1CC[C@H]2O)C,1
OC1CCN2Cc3ccccc3N=C12,0
CC1=CN(C2CC(NN=N)C(CO)O2)C(=O)NC1=O,1
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,1
CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1,0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,0
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)CCC5CCCC5)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1
C(=O)(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)O,1
CC(C)C[C@H](CN)CC(=O)O,1
S=C=Nc1ccccc1,1
COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,0
CN([C@H]1C(=O)/C(=C(/O)\N)/C(=O)[C@]2([C@@H]1[C@H](O)[C@@H]1[C@@H](C)c3cccc(c3C(=C1C2=O)O)O)O)C,1
O([C@@H]1C[C@@H](CC[C@H]1O)C[C@H]([C@H]1OC(=O)[C@H]2N(CCCC2)C(=O)C(=O)[C@@]2(O[C@@H](CC[C@H]2C)C[C@H](OC)/C(=C/C=C/C=C\[C@H](C[C@H](C(=O)[C@H](OC)[C@H](O)/C(=C/[C@H](C(=O)C1)C)/C)C)C)/C)O)C)C,1
C(C(Cl)Cl)(Cl)Cl,1
CC(C)C1=C(C(O)=NC2=CC=CC=C2)C(C2=CC=CC=C2)=C(C2=CC=C(F)C=C2)N1CC[C@@H](O)C[C@@H](O)CC(=O)O,1
NC(CSC(Cl)=CCl)C(=O)O,0
CC1=CCCC2(C)OC2C2OC(=O)C(=C)C2CC1,0
C(NC1=CC=CC=C1)NC1=CC=CC=C1,1
c1(cc(c(O)cc1)CO)[C@@H](CNCCCCCCOCCCCc1ccccc1)O,0
O1[C@@H]2[C@]34[C@H]([C@H](N(CC3)C)Cc3c4c1c(OC)cc3)C=C[C@H]2O,0
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,1
CC=C(C)C(=O)OC1C(OC(=O)CC(C)C)c2c(ccc3ccc(=O)oc23)OC1(C)C,0
CC(C)c1cc2c(c(O)c1O)C1(C(=O)O)CCCC(C)(C)C1CC2,0
O1CCn2c3c(c(C4=C(c5c6c(n(CC[C@H]1CN(C)C)c5)cccc6)C(=O)NC4=O)c2)cccc3,1
C#C[C@@]1(CC[C@@H]2[C@@]1(C)CC[C@H]1[C@@H]2CCC2=CC(=O)CC[C@@H]12)OC(=O)C,0
CCC(C)n1ncn(-c2ccc(cc2)N2CCN(CC2)c2ccc(OC[C@H]3CO[C@@](Cn4cncn4)(O3)c3ccc(Cl)cc3Cl)cc2)c1=O,1
CC=C1CC(C)C(C)(O)C(=O)OCC2C(O)CN3CCC(OC1=O)C23,1
COC1=CC(=O)C[C@@H](C)[C@]11Oc2c(C1=O)c(OC)cc(OC)c2Cl,1
O(C[C@H](O)CO)c1c(OC)cccc1,0
CC(=O)OC1CC(C)(C)C(=C=CC(C)=CC=CC(C)=CC=CC=C(C)C=CC=C(C)C(=O)CC23OC2(C)CC(O)CC3(C)C)C(C)(O)C1,0
OC(=O)[C@H]1NC[C@H](C1)C1CCCCC1,1
O=C(c1ccccc1)c1ccccc1,0
CC1(C)CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC34C)C2C1)C(O)=O,0
CC(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](OS(=O)(=O)O)[C@@H]1O[C@@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)C(=O)O,1
O=C(N(CCCN(C)C)C(=O)NCC)[C@@H]1C[C@@H]2[C@H](N(C1)CC=C)Cc1c3c2cccc3[nH]c1,0
FC(F)OC(F)C(F)(F)F,1
O(CC)c1cc(ccc1OCC)Cc1nccc2c1cc(OCC)c(OCC)c2,1
Oc1ccc(cc1)C1(C(=O)Nc2ccccc12)c1ccc(O)cc1,1
NCC(O)=O,0
c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1
COc1cc2c(c(O)c1OC)-c1c(cc(OC)c(OC)c1OC)CC(C)C(C)C2,0
O1[C@](c2[nH]c3c(c2CC1)cccc3CC)(CC)CC(=O)O,1
O[C@H]1[C@H](N(C[C@H](O)[C@H]1O)CCCC)CO,0
O1C2C34C(C(N(CC3)C)Cc3c4c1c(OCC)cc3)C=CC2O,0
[H]C12OC3=C(O)C=CC4=C3C11CCN(CC=C)C(C4)C1(O)CCC2([H])OCCOCCOCCOCCOCCOCCOCCOC,0
CN1C[C@H](C[C@@H]2[C@H]1Cc1c[nH]c3cccc2c13)C(=O)N[C@@]1(C)O[C@]2(O)[C@H]3CCCN3C(=O)[C@@H](Cc3ccccc3)N2C1=O,0
O[C@]12C([C@H](C(=C(C2=O)C(=O)N)O)N(C)C)CC2Cc3c(ccc(c3C(=O)C2=C1O)O)N(C)C,1
CCOc1ccc(C=C2NCCc3cc(OCC)c(OCC)cc32)cc1OCC,0
[H]N([H])C([H])([H])C([H])([H])S[H],1
CC12C=CC(=O)NC1CCC1C2CCC2(C)C(C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CCC12,0
C1(=CC=C(C=C1)OC(CCNC)C2=CC=CC=C2)C(F)(F)F,1
Nc1ccc(C(=O)NCC(=O)O)cc1,0
CON=C1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,1
[H]OC3([H])(C(=C([H])[H])C(=C([H])C([H])=C1C([H])([H])C([H])([H])C([H])([H])C2(C([H])([H])[H])(C1([H])C([H])([H])C([H])([H])C2([H])(C([H])(C([H])=C([H])C([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H])))C([H])([H])C([H])(O[H])C3([H])([H])),0
C[N+](C)(C)CCO,0
O[C@@H](CNC(C)(C)C)c1cc(O)cc(O)c1,1
CNC[C@@H](O)c1ccc(O)c(O)c1,0
CC(=O)OCC(=O)C1(O)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,1
O=C1OC(C(O)CO)C(O)=C1O,0
CN(C)CCn1nnnc1SCC1=C(N2[C@H](SC1)[C@H](NC(=O)Cc1csc(N)n1)C2=O)C(O)=O,1
Clc1cc2nccc(Nc3c(C(=O)OC[C@H](O)CO)cccc3)c2cc1,1
[H]C(=C([H])Cl)C([H])([H])Cl,1
OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@@H]([C@@H]([C@@H]1O)O)N[C@H]1C=C(CO)[C@H]([C@H]([C@H]1O)O)O)O)O,1
Cc1cc(O)c2c(=O)c3c(O)cc(O)c4c5c(O)cc(O)c6c(=O)c7c(O)cc(C)c8c1c2c(c34)c(c78)c65,0
[H]N(C(=O)ON=C(C([H])([H])[H])SC([H])([H])[H])C([H])([H])[H],1
s1cnc(C)c1\C=C/C=1CS[C@H]2N(C=1C(OCOC(=O)C(C)(C)C)=O)C(=O)[C@H]2NC(=O)\C(=N/OC)\c1nc(sc1)N,1
C1=C(C(=O)NC(=O)N1C2C(C(C(O2)CO)O)F)I,1
O[C@@H]1O[C@@H](COS(=O)(=O)[O-])[C@@H]([C@H]([C@H]1NS(=O)(=O)[O-])O)O[C@@H]1O[C@@H](C(=O)[O-])[C@@H]([C@H]([C@H]1OS(=O)(=O)[O-])O)O,1
COc1cc2c3c(c1O)-c1c(ccc(OC)c1OC)CC3N(C)CC2,0
COc1cc(C=CC(=O)O)cc(OC)c1O,0
Cc1cccc(CN2CCN(CC2)[C@@H](c2ccccc2)c2ccc(Cl)cc2)c1,0
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,1
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,0
[H]OC([H])([H])C([H])([H])N1C([H])([H])C([H])([H])N(C([H])([H])C1([H])([H]))C([H])([H])C([H])([H])C([H])([H])N4C=2C([H])=C([H])C([H])=C([H])C=2SC=3C([H])=C([H])C(=C([H])C=34)C(=O)C([H])([H])[H],1
CN1CCC23C4=C5C=CC(=C4OC2C(C=CC3C1C5)O)OC,0
COC(C)C(O)(C(=O)OCC1=CCN2CCC(OC(=O)C(C)=CC)C12)C(C)(C)O,1
Nc1c2ncn([C@H]3O[C@@H](CO)[C@H](O)[C@H]3O)c2ncn1,0
CC(Cc1cc2c(cc1O)OCO2)C(C)C(=O)c1ccc2c(c1)OCO2,0
F[C@H]1C[C@H]2[C@H]3[C@@]([C@@]4(OC(O[C@@H]4C3)(C)C)C(=O)CO)(C[C@H](O)[C@H]2[C@@]2(C1=CC(=O)C=C2)C)C,0
CCC1=C(C)C2=CC3=NC(=CC4=NC(=CC=5NC(C=C1N2)=C(C)C5C(C)O)C(C)=C4CCC(O)=O)C(CCC(O)=O)=C3C,0
O=C1NC(=O)NC(=O)C1([C@@H](CCC)C)CC=C,0
C[C@@]12CC[C@@H]3[C@H](CCC4=Cc5c(C[C@@]34C)cno5)[C@H]1CC[C@]2(O)C#C,1
CC1(C)SC2C(NC(=O)C(C(=O)O)c3ccsc3)C(=O)N2C1C(=O)O,0
[H]C=1C([H])=C(C([H])=C([H])C=1(OC([H])([H])[H]))C(=O)N2C(=O)C([H])([H])C([H])([H])C2([H])([H]),0
O=C(O)CCCCC1CCSS1,0
Fc1c(N2C[C@H](NCC2)C)cc2n(C3CC3)cc(c(=O)c2c1C)C(=O)O,1
S(c1ccc([C@H](O)[C@H](NCCCCCCCC)C)cc1)C(C)C,1
CC(CC(O)C(OC(C)=O)C(C)(C)O)C1=C2CC(O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1,0
O1[C@@H]2[C@@H]3[N+]([C@H]([C@H]12)C[C@@H](OC(=O)[C@H](CO)c1ccccc1)C3)(C)C,0
COc1cc(C)c(\C=C\C(\C)=C\C=C\C(\C)=C\C(O)=O)c(C)c1C,1
OCC1OC(CC1O)N1C=C(C(=O)NC1=O)C(F)(F)F,0
CC(=O)Oc1cccc2c1C(=O)c1c(OC(C)=O)cc(C(=O)O)cc1C2=O,1
OC1(CN2C=NC3=CC=CC=C3C2=O)CC2NCCCC2O1,1
O([C@H]1[C@H](NC(=O)[C@@H](O)CCN)C[C@H](N)[C@@H](O[C@@H]2O[C@H]([C@H](O)[C@H](O)[C@@H]2O)CN)[C@@H]1O)[C@@H]1O[C@@H]([C@@H](O)[C@@H](N)[C@H]1O)CO,0
O[C@H]([C@H]1Nc2c(NC1)[nH]c(nc2=O)N)[C@H](O)C,0
O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c(C)cccc12,0
c12c3c(cc(O)cc3O)[C@H](NC(=O)[C@H]3NC(=O)[C@H](NC(=O)[C@H]4c5cc(Oc6c(Cl)cc([C@H]3O)cc6)c(O[C@H]3[C@H](O[C@@H]6O[C@@H](C)[C@@H](O)[C@](N)(C)C6)[C@@H](O)[C@H](O)[C@@H](CO)O3)c(Oc3c(Cl)cc([C@@H](O)[C@H](C(=O)N[C@@H](CC(=O)N)C(=O)N4)NC(=O)[C@@H](CC(C)C)NC)cc3)c5)c(ccc1O)c2)C(=O)O,0
CC1=C(N\N=C2/C=CC=C(C2=O)c2cccc(c2)C(O)=O)C(=O)N(N1)c1ccc(C)c(C)c1,1
C=1C=CC2=C(C1)C(C=3C=C(C=CC3S2)Cl)=CCCN(C)C,1
CC(=O)CCC1C2CC3=C(C)C(=O)OC3(O)CC12C,0
CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1C2CCCC2CC1C(O)=O,1
O(C)c1cc2C3N(CC(CC)C(C3)CC3NCCc4c3cc(OC)c(O)c4)CCc2cc1OC,0
COc1cc2c(cc1OC)CC[N@+]([C@H]2Cc1cc(OC)c(c(c1)OC)OC)(C)CCCOC(=O)CC/C=C/CCC(=O)OCCC[N@@+]1(C)CCc2c([C@H]1Cc1cc(OC)c(c(c1)OC)OC)cc(c(c2)OC)OC,0
CCOC1OC(C(COCc2ccccc2)OCc2ccccc2)C(OCc2ccccc2)C1O,0
[H]OC(=O)C2=C([H])C(=NN([H])C1=C([H])C([H])=C(C([H])=C1([H]))C(=O)N([H])C([H])([H])C([H])([H])C(=O)O[H])C([H])=C([H])C2(=O),0
Clc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,0
Oc1ccc(cc1S(O)(=O)=O)C1(OC(=O)c2c1c(Br)c(Br)c(Br)c2Br)c1ccc(O)c(c1)S(O)(=O)=O,1
OC(=O)CC(S[Au])C(O)=O,1
CN(C)CCOC(c1ccccc1)c1ccccc1,0
CO[C@@]1(NC(=O)[C@H](c2ccc(cc2)O)C(=O)O)C(=O)N2[C@@H]1OCC(=C2C(=O)O)CSc1nnnn1C,1
O1c2c(C=CC1=O)c(OC)c1c(occ1)c2,1
n1c2c(cccc2)c(N)c2c1cccc2,0
Clc1c2c([C@H](CNCC2)c2ccc(O)cc2)cc(O)c1O,0
OC1(CCC2C3C(C4(C(=CC(=O)C=C4)C(C3)C)C)C(O)CC12C)C(=O)COC(=O)C,1
ClC(Cl)C(O)=O,0
CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C,0
C1C(ON=C1Cl)C(C(=O)O)N,0
O=C(O)c1ccc(O)c(O)c1,0
CC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H](O)C[C@@H]3[C@]([C@@H]2[C@H]([C@]2(C(C1=C(C)[C@H](OC(=O)[C@@H]([C@H](c1ccccc1)NC(=O)c1ccccc1)O)C2)(C)C)O)OC(=O)c1ccccc1)(CO3)OC(=O)C,1
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1
CC12CC3(O)OC(O1)C1(COC(=O)c4ccccc4)C3CC21OC1OC(COC(=O)c2ccccc2)C(O)C(O)C1O,0
FC(F)(F)c1c(NC(=O)[C@@H]2[C@]3([C@H]([C@H]4[C@H]([C@]5([C@H](NC(=O)C=C5)CC4)C)CC3)CC2)C)cc(cc1)C(F)(F)F,0
CC12CCC(=O)C=C1CCC1C3CCC(O)(C(=O)CO)C3(C)CC(O)C12F,0
CC(N)C(=O)OC(C)(C)Cc1ccc(Cl)cc1,1
COCC(O)=O,1
OC(CCC[C@@H]([C@H]1[C@]2([C@@H](CC1)C(=CC=C1C[C@@H](O)C[C@@H](O)C1=C)CCC2)C)C)(C)C,0
CC1(C)CC(O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1,0
CC(CC1=CC=CC=C1)N(C)CC#C,0
COC(=O)C(C1CCCCN1)c1ccccc1,1
Oc1cc2[C@@]3([C@H](N)[C@H](Cc2cc1)CCCCC3)C,0
O(C(=O)C1=C(NC(=C([C@H]1c1c([N+](=O)[O-])cccc1)C(=O)OC)C)C)CC(C)C,0
[H]C([H])([H])C([H])(C([H])([H])Cl)Cl,1
CN(C)C1C(O)=C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,1
CN1CCN2C(C1)c1ccccc1Cc1cccnc21,1
[H]C=1C([H])=C([H])C(=C(C=1([H]))N(C(=O)C([H])=C([H])C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],0
OC[C@@H]1O[C@@](O)(CO)[C@@H](O)[C@@H]1O[C@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O,0
Fc1c(N2C[C@@H]3[C@@H]([C@H]3NC(=O)[C@H](NC(=O)[C@@H](N)C)C)C2)nc2n(cc(c(=O)c2c1)C(=O)O)c1c(F)cc(F)cc1,1
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2O,1
[H]C=1N=C([H])N(C=1([H]))C([H])([H])C(=NOC([H])([H])C=2C([H])=C([H])C(=C([H])C=2Cl)Cl)C=3C([H])=C([H])C(=C([H])C=3Cl)Cl,0
COc1ccc2nccc([C@H](O)[C@H]3C[C@@H]4CCN3C[C@@H]4C=C)c2c1,1
O(C(=O)CCCCCC)C1(CCC2C3C(C4C(=CC(=O)CC4)CC3)CCC12C)C#C,1
O[C@@H]([C@@H](N)C)c1cc(O)ccc1,0
O[C@H]([C@H](O)[C@H](O)CO)[C@@H](O)CO,0
Fc1cc2nc3C=4N(Cc3c3c2c(CC[C@@H]3N)c1C)C(=O)C1=C(C=4)[C@](O)(CC)C(OC1)=O,1
ClC=C(Cl)Cl,1
CCOc1cc(ccc1C(=O)O)CC(=O)N[C@@H](c1ccccc1N1CCCCC1)CC(C)C,0
CC(C)(C)NC(=O)C1CN(CCN1CC(CC(CC2=CC=CC=C2)C(=O)NC3C4=CC=CC=C4CC3O)O)CC5=CC=CN=C5,1
[H]OC3([H])(C([H])([H])C1(C([H])([H])[H])(C([H])(C([H])([H])C([H])(C([H])([H])[H])C1(O[H])(C(=O)SC([H])([H])F))C4([H])(C([H])([H])C([H])(F)C2=C([H])C(=O)C([H])=C([H])C2(C([H])([H])[H])C34(F)))),0
COC1=C(CC(C)O)C2=C3C(C(=O)C=C4OCOC5=CC(O)=C6OC(C(O)=O)=C(CC(C)O)C2=C6C5=C34)=C1O,0
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2N1C(=O)[C@H](CCC2=O)NC(=O)c1nccc2ccccc12,1
Clc1c([C@@]2(O[C@@H](CO2)COc2ccc(N3CCN(CC3)C(C)C)cc2)Cn2ncnc2)ccc(Cl)c1,0
Clc1ccc(OC(C(OCCNC(=O)c2cccnc2)=O)(C)C)cc1,1
O=C(N[C@@H](CC)CO)[C@H]1CN([C@@H]2C(=C1)c1c3c(C2)cn(c3ccc1)C)C,0
S(CC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](N)CO)Cc1ccc(O)cc1)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1nc[nH]c1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](Cc1c2c([nH]c1)cccc2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCNC(N)=N)C(=O)N[C@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N1CCC[C@H]1C(O)=O)C,0
[H]N([H])N(C([H])([H])[H])C([H])([H])[H],1
COC1=C(C2C(O)OC(C)(C)C2OC(C)=O)C2=C(C=C1)C(=O)CC(O2)C1=CC=CC=C1,0
O1c2c3c4c(c(O)c2C)C(O)=C(NC(=O)/C(=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(=O)C)[C@H](C)[C@@H](OC)\C=C\O[C@]1(C)C3=O)/C)\C(=C\NN1CCN(CC1)C1CCCC1)\C4=O,1
CC12CCC3C(C1CCC2C(=O)NC(C)(C)C)CCC4C3(C=CC(=O)N4)C,0
CSCCC(C(=O)O)N,0
CC(C)c1nnc(C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,1
CC1=CCCC(C)=CC2OC(=O)C(=C)C2CC1,0
Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1,0
C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
C#CC[C@H](c1ccc(cc1)C(=O)N[C@@H](C(=O)O)CCC(=O)O)Cc1cnc2c(n1)c(N)nc(n2)N,1
CCC(C(=O)O[C@H]1C[C@@H](C)C=C2[C@@H]1[C@@H](CC[C@H]1C[C@H](O)CC(=O)O1)[C@@H](C=C2)C)(C)C,1
C1CN([P@@](=O)(OC1)NCCCl)CCCl,1
O(C[C@@](CCC)(COC(=O)N)C)C(=O)NC(C)C,0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,0
CC(=O)OC(CC(C)C1=C2CC(O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1)C1OC1(C)C,0
OC(=O)C(CC)c1ccc(cc1)CC(C)C,1
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,0
CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O,1
CO[C@]1(N=C(O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSC3=NN=NN3CCO)CO[C@H]21,1
ClC([C@H]1Nc2cc(Cl)c(cc2S(=O)(=O)N1)S(=O)(=O)N)Cl,0
O=C1C=C[C@]2([C@@H](N1)CC[C@H]1[C@@H]2CC[C@@]2([C@@H]1CC[C@@H]2C(=O)Nc1cc(ccc1C(F)(F)F)C(F)(F)F)C)C,0
[H]OC(=O)C([H])([H])C1=NN(C([H])=C1C2=C([H])C([H])=C(C([H])=C2([H]))Cl)C3=C([H])C([H])=C(F)C([H])=C3([H]),1
[H]C1=C([H])C(=C([H])C(=C1([H]))[131I])C([H])([H])N=C(N([H])[H])N([H])[H],1
COc1cc2nc(nc(c2cc1OC)N)N1CCN(CC1)C(=O)[C@H]1COc2c(O1)cccc2,1
CC(C)(Oc1ccc(cc1)C1CC1(Cl)Cl)C(O)=O,1
Clc1ccc(CC(OC(=O)[C@H](N)C)(C)C)cc1,1
IC1=C(NC(=O)CCCCC(=O)NC2=C(I)C(=C(I)C=C2I)C(=O)O)C(I)=CC(I)=C1C(=O)O,1
c1(S(=O)(=O)N(CCC)CCC)ccc(cc1)C(=O)O,0
CC(C)CC(N(C)C)C1(CCC1)c1ccc(Cl)cc1,1
NC(=N)NCCCC[C@@H]1NC(=O)CCSSC[C@H](NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(O)=O)NC(=O)CNC1=O)C(N)=O,0
CC(=O)OC1C2OC22C3CCC4(O)CC(O)CCC4(C)C3CCC2(C)C1C1=COC(=O)C=C1,0
[H]C=1C([H])=C([H])C3=C(C=1([H]))N(C=2C([H])=C([H])C([H])=C([H])C=2S3)C([H])([H])C4([H])(C([H])([H])N(C([H])([H])[H])C([H])([H])C4([H])([H])),1
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,1
C[C@H](O)[C@H](O)[C@H]1CNc2nc(N)[nH]c(=O)c2N1,0
[H]OC=1C([H])=C([H])C([H])=C(O[H])C=1([H]),1
COCC(=O)Nc1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,0
CN1C(C(=O)Nc2nccs2)=C(O)c2ccccc2S1(=O)=O,1
COC1=CC=C(C=C1)C(O)=O,0
