smiles,Bioactivity
CC12CC3CC(C1)(CC(C3)(C2)N)C,0
Oc1cc(O)ccc1CCCCCC,0
Clc1ccc2NSNc2c1Nc1[nH]ccn1,1
O[C@@H]1C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(C)C)C)[C@]3(CCC\2)C)\C(CC1)=C,0
CC12CCC3c4ccc(OS(=O)(=O)O)cc4CCC3C1CCC2=O,1
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,0
[O-][N+](=O)c1ccc(\C=N\N2CCOC2=O)o1,1
CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,0
Clc1ccc(O)cc1,0
CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(C)C5CCC43C)C2C1C,0
[H]C([H])([H])C12(C(=O)C([H])([H])C([H])(C([H])([H])C1([H])([H]))C2(C([H])([H])[H])(C([H])([H])[H])),1
[H]C12CC(C)C3([H])CCC(=O)C3(C)C(O)C1([H])C(=C)C(=O)O2,1
COC(=O)C1CC(=O)c2oc(=O)c3cc(O)c(O)c(O)c3c21,0
CCC1(O)C(=O)OCC2=C1C=C1N(Cc3cc4c(cccc4nc13)N(=O)=O)C2=O,1
[H]C=1C([H])=C(OC(=O)N(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])=C(C=1([H]))C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0
O1[As]2O[As]3O[As]1O[As](O2)O3,1
O1C(O[C@H]2[C@H](CC(O[C@@H]3CC4CCC5[C@@]6([C@]([C@@H](C7=CC(=O)OC7)CC6)(CCC5[C@]4(CC3)C)C)O)O[C@H]2C)O)C[C@@H]([C@@H]([C@H]1C)OC1O[C@H](C)[C@@H]([C@@H](C1)O)O)O,0
CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4CC(O)CCC43C)C23OC13,0
C[C@@](O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(c1)C(F)(F)F,1
CN1C2=C(OC(=O)N(C2=O)c2ccccn2)c2ccccc2S1(=O)=O,1
O=C(N1CCC=2NC(=NC2C3=C1C=CC=C3)C)C4=CC=C(NC(=O)C5=C(C6=CC=CC=C6)C=CC=C5)C=C4,0
[H]C=2N=C1N=C([H])N([H])C1=C(N=2)N([H])C([H])([H])C=3OC([H])=C([H])C=3([H]),0
S1c2c(N(c3c1cccc3)CCCN(C)C)cc(cc2)C(=O)C,0
N(CCO)(CCO)CCO,0
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1
CC(C)(CO)C(C(=O)NCCCO)O,0
[H]OC([H])([H])C(=O)C3(O[H])(C([H])(C([H])([H])[H])C([H])([H])C2([H])(C4([H])(C([H])([H])C([H])(F)C1=C([H])C(=O)C([H])=C([H])C1(C([H])([H])[H])C4(F)(C([H])(O[H])C([H])([H])C23(C([H])([H])[H]))))),0
COC1=CC2=C(C=C1O)C(=O)C=C(O2)C1=CC=C(O)C=C1,0
OC(=O)\C(=C(\C(O)=O)/C)\C,1
OC1C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC(O)=C(O)C=C1,0
N[S+]([O-])(=O)c1cc(Cl)c(Cl)c(c1)[S+](N)([O-])=O,0
O[C@@H](C)C(=O)O,0
C[N+]1(CCCC1)CC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)/C(=N\OC)/C4=CSC(=N4)N)SC2)C(=O)[O-],1
CCCCC[C@H](O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O,0
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc31,0
OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CNC,1
CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,0
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,1
COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(OC(=O)C(C)(CO)CO)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,0
O1C2C(O)(C34OC5OC(=O)C(O)C56C3(C(OC4=O)C(O)C6C(C)(C)C)C2O)C(C)C1=O,0
CC(C=C1SC(=S)N(CC(O)=O)C1=O)=CC1=CC=CC=C1,1
ClCC(O)=O,0
CCCCCOC1=CC=C(C=C1)C2=CC=C(C=C2)C3=CC=C(C=C3)C(=O)NC4CC(C(NC(=O)C5C(C(CN5C(=O)C(NC(=O)C(NC(=O)C6CC(CN6C(=O)C(NC4=O)C(C)O)O)C(C(C7=CC=C(C=C7)O)O)O)C(C)O)C)O)O)O,1
CCOC(=O)C1=C(NC(=C(C1c2cccc(c2Cl)Cl)C(=O)OC)C)C,0
CCN1C(=O)N[C@@H](C1=O)c1ccccc1,1
c12[C@@H]3[N@@](C[C@H]4C[C@@H](OC(c5cc(c(OC)c(c5)OC)OC)=O)[C@@H]([C@H]([C@@H]4C3)C(OC)=O)OC)CCc1c1ccc(cc1[nH]2)OC,0
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,1
CC1C(=O)OCC2=CCN3CCC(OC(=O)C(C)C1(C)O)C23,1
CN(C)CC/C=C1\C2=CC=CC=C2COC2=CC=CC=C12,1
O1CCN(C[C@@H]2CCc3[nH]c(c(c3C2=O)CC)C)CC1,1
CC1=C(CC(=O)NCc2ccccc2)c2cc(F)ccc2C1=Cc1ccncc1,1
O[C@H]1CO[C@@H]2[C@@H](CO[C@H]12)O[N+]([O-])=O,1
C1CCCN(CCC1)CCN=C(N)N,0
OC[C@@H](C(=O)N([C@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@H](C(=O)N)C)CCCCNC(C)C)CC(C)C)CC(=O)N)Cc1ccc(cc1)O)C)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](Cc1ccc2c(c1)cccc2)NC(=O)C)Cc1ccc(cc1)Cl)Cc1cccnc1,1
COC1C=COC2(C)Oc3c(C2=O)c2c(O)cc(NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)c(O)c2c(O)c3C,1
C[C@@H]1/C=C\C=C(/C(=O)NC2=C(c3c(c(c4c(c3C(=O)/C/2=C\NN2CCN(CC2)C)C(=O)[C@@](O4)(O/C=C/[C@@H]([C@H]([C@@H]([C@H]([C@@H]([C@@H]([C@@H]1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)\C,1
COC1=CC(OC)=C(OC)C=C1C=CC,1
O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0
O[C@](CCN1CCCCC1)([C@@H]1C[C@H]2C[C@@H]1C=C2)c1ccccc1,0
OC(=O)C(N)CC(=O)N,0
COC1=C(OC)C(OC)=C2C(CC(C)(O)C(C)CC3=CC4=C(OCO4)C(OC)=C23)=C1,0
BrC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)CBr,1
CC(=CC(=O)O)c1c(O)c(C2OC(CO)C(O)C(O)C2O)c2c(c1O)C1OC(CO)C(O)C(O)C1O2,0
Cn1nnnc1SCC1=C(N2C(SC1)C(NC(=O)C(OC=O)c1ccccc1)C2=O)C(O)=O,0
CN1CCCC[C@@H]1CCN1c2ccccc2Sc2c1cc(cc2)[S@](=O)C,1
COc1cccc2OC[C@@H]3CN(CCCCn4c(=O)[nH]c5c6nc(cnc6sc5c4=O)-c4ccccc4)C[C@@H]3c12,1
P(OCCCCCNC(=O)[C@@H](NC(OCCOC)=O)CCCCNC(OCCOC)=O)(O)(=O)C,0
O=C(C[C@H](C[C@H](C=CC1=C(c2c(cccc2)N1C(C)C)c1ccc(cc1)F)O)O)O,1
O=C1CC[C@@]2([C@@H]3[C@H]([C@@H]4CC[C@](O)(C(=O)COC(=O)C)[C@]4(C[C@@H]3O)C)CCC2=C1)C,1
O=C1N(C)C(=O)N(C)C(=O)C1(C(CC)C)CC=C,0
[H]OC(=O)C([H])([H])C([H])([H])C([H])(C(=O)O[H])N([H])C(=O)C1=C([H])C([H])=C(C([H])=C1([H]))C([H])(C([H])([H])C2=NC3=C(N=C2([H]))N=C(N=C3N([H])[H])N([H])[H])C([H])([H])C([H])([H])[H],1
O=c1cc(-c2ccc(O)cc2)oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,0
O=C1N[C@@H](CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@H](O)C)C(=O)NCC[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)CCCC[C@@H](CC)C)CCN)[C@H](O)C)CCN)C(=O)N[C@@H](CCN)C(=O)N[C@@H](C(=O)N[C@H]1CC(C)C)Cc1ccccc1,0
CC(=O)NC1=NN=C(S1)S(N)(=O)=O,1
S(=O)(=O)(N(c1nc(C(C)C)c(c(n1)c1ccc(F)cc1)/C=C/[C@H](O)C[C@@H](O)CC(=O)O)C)C,1
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,1
O(c1cc2[C@@H]([N@+](CCc2cc1OC)(CCC(=O)OCCCCCOC(=O)CC[N@@+]1([C@@H](c2c(CC1)cc(OC)c(OC)c2)Cc1cc(OC)c(OC)cc1)C)C)Cc1cc(OC)c(OC)cc1)C,0
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(N)=N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1,1
CC(C)CCCC(C)CCCC(C)CCCC1(C)CCc2c(C)c(OC(=O)CCC(=O)OCCO)c(C)c(C)c2O1,0
O[C@@]([C@@H]1C[C@@H]2C[C@H]1C=C2)(c1ccccc1)CCN1CCCCC1,0
S(O[C@@H]1CC2=CC[C@H]3[C@@H]4CCC(=O)[C@@]4(CC[C@@H]3[C@@]2(CC1)C)C)(O)(=O)=O,1
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,0
COc1cc2nc(nc(c2cc1OC)N)N(CCCNC(=O)[C@H]1CCCO1)C,1
Ic1c(C[C@@H](CC)C(=O)O)c(I)cc(I)c1N,0
CC[C@H](C(=O)O[C@H]1C[C@@H](O)C=C2[C@@H]1[C@@H](CC[C@@H](C[C@H](CC(=O)O)O)O)[C@@H](C=C2)C)C,1
O[C@@]1([C@@]2([C@H]([C@H]3[C@@H]([C@@]4([C@@H](CC3)Cc3[nH]ncc3C4)C)CC2)CC1)C)C,1
CC(C)OC(=O)CCCC=CCC1C(O)CC(O)C1CCC(O)CCc1ccccc1,0
[H]C([H])=C(Cl)Cl,1
CN1CCC(CC1)=C1c2ccccc2C=Cc2ccccc12,1
CC(C)C1=C(O)C2=C(C=C1)C1(C)CCC3=C(COC3=O)C1CC2,1
[H]C=1C([H])=C([H])C(=C(C=1([H]))Cl)Cl,1
[H]C=1C([H])=C([H])C3=C(C=1([H]))N(C=2C([H])=C(C([H])=C([H])C=2S3)C(=O)C([H])([H])C([H])([H])[H])C([H])([H])C([H])(N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],0
CC1CCC=C2CCC(CC12C)C(C)=C,0
Oc1ncnc2[nH]ncc12,1
OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O,0
FC(F)(F)c1cc([N+](=O)[O-])c(N(CCC)CCC)c([N+](=O)[O-])c1,0
CC1=C(C(C(=C(N1)C)C(=O)OCCN(C)CC2=CC=CC=C2)C3=CC=CC(=C3)[N+](=O)[O-])C(=O)OC,1
NC1=NC(=S)C2N=CN=C2N1,1
CCc1c2Cn3c(cc4c(COC(=O)[C@@]4(O)CC)c3=O)c2nc2ccc(OC(=O)N3CC[C@H](CC3)N3CCCCC3)cc12,1
COC(O)=C1C(C)=NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,1
Cc1coc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C,0
[H]C([H])([H])C([H])([H])Br,1
O=C(N1[C@@H](CCC1)C(=O)NCC)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1NC(=O)CC1)Cc1[nH]cnc1)Cc1c2c([nH]c1)cccc2)CO)Cc1ccc(O)cc1)Cc1ncn(c1)Cc1ccccc1)CC(C)C)CCCN=C(N)N,0
C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,1
O[C@H]([C@H](NC(=O)c1cccc(c1C)O)CSc1ccccc1)CN1C[C@@H]2CCCC[C@H]2C[C@@H]1C(=O)NC(C)(C)C,1
S1c2c(N(c3c1cccc3)CCCN1CCN(CC1)C)cc(S(=O)(=O)N(C)C)cc2,0
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,0
[H]C(N=O)=C1C([H])=C([H])C([H])=C([H])N1C([H])([H])[H],0
OC=1[C@]2(O)[C@@H](C[C@H]3C(C2=O)=C(O)c2c(C3)c(N(C)C)ccc2O)[C@H](N(C)C)C(=O)C=1C(=O)N,1
N1CCN=C1Cc1cc2c(cc1)cccc2,0
CC1OC(OCC2OC(OC3=C(OC4=CC(O)=CC(O)=C4C3=O)C3=CC=C(O)C=C3)C(O)C(O)C2O)C(O)C(O)C1O,0
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@H]3C(=O)C[C@]12C,0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC2=CC=CC=C2C=C1,1
O(CCNC[C@@H](O)COc1c2c3c([nH]c2ccc1)cccc3)c1ccccc1OC,1
CC[C@@H](C)C(=O)O[C@@H]1C[C@@H](C=C2[C@@H]1[C@@H]([C@H](C=C2)C)CC[C@@H](C[C@@H](CC(=O)O)O)O)O,1
N[C@@H](CSCCCO)C(=O)O,1
CC(C)(C)C1=CC=C(C=C1)C(CCCN2CCC(CC2)C(C3=CC=CC=C3)(C4=CC=CC=C4)O)O,0
C=C1CCC2C(C)(COC3OC(CO)C(O)C(O)C3O)CCCC2(C)C1CCC1=CCOC1=O,0
CC(C)=CC1COC23CC4(CO2)C(CCC2C5(C)CCC(OC6OCC(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(CO)C(O)C6O)C(C)(C)C5CCC42C)C3C1(C)O,0
OCC1OC(OC2=C(O)C=C3OC4=CC(O)=C(C5OC(CO)C(O)C(O)C5O)C(O)=C4C(=O)C3=C2)C(O)C(O)C1O,0
COC1=C(OC)C=C2C(=C1)N1C3C4C(CC1=O)OCC=C1CN5CCC23C5CC41,0
O=C([C@H](O)[C@@H](O)[C@H](O)CO)CO,1
COc1cccc2c1C1CN(CCCCn3c(=O)[nH]c4c(sc5ncc(-c6ccccc6)nc54)c3=O)CC1CO2,1
O[C@H]1CCC(=C)/C(=C/C=C/2\CCC[C@@]3([C@@H]2CC[C@H]3[C@@H](/C=C/[C@H](C(C)C)C)C)C)/C1,0
N1(c2c(CCc3c1cccc3)cccc2)CCCNC,1
C1=CC(=C(C=C1C(CN)O)O)O,0
CN(C)C1C(=O)C(C(=O)NCO)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0
[H]OC(=O)C3=C([H])C([H])([H])SC2([H])(N3(C(=O)C2([H])(N([H])C(=O)C(=C([H])C([H])([H])C(=O)O[H])C=1N=C(N([H])[H])SC=1([H])))),1
O[C@H](C[C@@H](CC(=O)O)O)/C=C/c1c(nc(nc1c1ccc(cc1)F)N(S(=O)(=O)C)C)C(C)C,1
[H]C=1C([H])=C([H])C2=C(C=1([H]))C3=C(N2([H]))C5([H])(N(C([H])([H])C3([H])([H]))C([H])([H])C6([H])(C([H])([H])C([H])(OC(=O)C4=C([H])C(OC([H])([H])[H])=C(OC([H])([H])[H])C(OC([H])([H])[H])=C4([H]))C([H])(OC([H])([H])[H])C([H])(C(=O)OC([H])([H])[H])C6([H])(C5([H])([H])))),0
COC1=CC2=C(C=C1)C=C(C=C2)[C@H](C)C(O)=O,1
CN(C)CC[C@@H](c1ccc(Br)cc1)c1ccccn1,0
OC(=O)COc1nn(Cc2ccccc2)c2ccccc12,1
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3CC12,1
CC(CCCC(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C,1
CC(N)Cc1ccccc1,0
CCN(N=O)C(C)CC1=CC(=CC=C1)C(F)(F)F,1
COc1ccc(C(=O)NCc2cccnc2)cc1C(=O)NCc1cccnc1,0
S(O)(=O)(=O)C/1=Cc2c(C(=O)\C\1=N/Nc1ccc(cc1C)-c1cc(C)c(N\N=C\3/C(=O)c4c(C=C/3S(O)(=O)=O)cc(S(O)(=O)=O)cc4N)cc1)c(N)cc(S(O)(=O)=O)c2,0
C[C@@H]1Nc2cc(Cl)c(cc2C(=O)N1c1ccccc1C)S(=O)(=O)N,1
CC=Cc1cc(OC)c(OC)cc1OC,1
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1,0
OC1C(=C)C(=CC=C2CCCC3(C)C2CCC3C(C=CC(O)C4CC4)C)CC(O)C1,0
OC(=O)CC[C@H](C(=O)O)NC(=O)c1ccc(cc1)NC[C@H]1CNc2c(N1C)c(=O)nc([nH]2)N,0
Cc1nccn1CC1CCc2c(C1=O)c1ccccc1n2C,1
s1c(ccc1[C@H](C(O)=O)C)C(=O)c1ccccc1,1
O=C(N)[C@](CCN(C(C)C)C(C)C)(c1ccccc1)c1ncccc1,1
COC(=O)[C@H](Cc1ccc(c(c1)O)O)N,1
CNC(C)C(O)c1ccccc1,1
COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)(C)O,1
C#CC1(O)CCC2C3C(C)CC4=C(CCC(=O)C4)C3CCC21C,0
O=C(O)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]4[C@H]2[C@@H](O)C[C@@H]3C[C@H](O)CC[C@@]34C)C,1
COC(=O)[C@H](N)Cc1ccc(O)c(O)c1,1
CN1C(c2ccc(Cl)cc2)S(=O)(=O)CCC1=O,1
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C(=O)CC)CC(N(C)C)C,1
N[C@H](c1ccccc1)C(=O)N[C@H]1C2N(C1=O)[C@@H](C(S2)(C)C)C(=O)O,0
O=C1C(=C(O)C=Cc2ccc(O)cc2)C(O)=C(C2OC(CO)C(O)C(O)C2O)C(=O)C1(O)C1OC(CO)C(O)C(O)C1O,0
O1C(CCC=2C=C(C=CC12)F)C(O)CNCC(C3OC=4C(CC3)=CC(=CC4)F)O,0
CN(CC(=C)C(=O)c1ccc(cc1C)C)C,1
O[C@@H]([C@@H]1N(C(=O)[C@@H](N(C(=O)[C@@H](N(C(=O)[C@H](N(C(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](N(C(=O)[C@@H](NC(=O)[C@@H](N(C(=O)CN(C(=O)[C@@H](NC1=O)CC)C)C)CC(C)C)C(C)C)C)CC(C)C)C)C)C)CC(C)C)C)CC(C)C)C)C(C)C)C)[C@@H](C/C=C/C)C,1
Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(=O)\C(=C(\O)/N)\C(=O)[C@H]4N(C)C)C3=O)[C@@H]2O)c(O)cc1,1
O1[C@@H]([C@H](NCC1)C)c1ccccc1,0
CCC12CCC3C(CCC4=CC(=O)CCC34)C1CCC2(O)C#C,1
[H]N(C=1N=C(N=C(N=1)Cl)N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],1
O(C(=O)C1(CCCN(CC1)C)c1ccccc1)CC,0
CC1=CC(NC(=O)C2=C(O)C3=CC=CC=C3S(=O)(=O)N2C)=NO1,0
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,1
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C([H])C2=C1C([H])([H])C3([H])(C([H])([H])C([H])(O[H])C([H])(C([H])([H])C([H])([H])C([H])(O[H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])C3([H])(C2([H])([H]))),0
CC1(C)CC1C(=O)NC(=CCCCCSCC(N)C(=O)O)C(=O)O,0
C[C@H]1CN(C[C@@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1,0
OC(=O)CCC(O)=O,0
Clc1ccc(cc1)c1nnc(s1)Nc1ccc(cc1)Br,1
OCC(=O)[C@]1(O)CC[C@H]2[C@]1(C)C[C@H](O)[C@@H]1[C@H]2C[C@@H](C2=CC(=O)C=C[C@@]12C)C,1
O=C1C=C2CC[C@@H]3[C@@H]([C@]2(C=C1)C)[C@@H](O)C[C@]1([C@H]3CC[C@]1(O)C(=O)COC(=O)C)C,1
OC(C1NCCCC1)(c1ccccc1)c1ccccc1,0
COC1=CC(=O)OC(CCC2=CC=CC=C2)C1,1
Oc1ccc2C[C@@H]3N(CC4CC4)CC[C@]45[C@H](Oc1c24)C(=C)CC[C@]35O,0
OC(=O)[C@H](Cc1ccccc1)CC(=O)CNC(=O)c1ccccc1,0
O(CC)c1ccc(cc1OC)Cc1nc(cc2c1cc(OC)c(OC)c2)C,0
[nH]1cc(c2c1cccc2)CC(N)CC,0
CN1C=C(CC(N)C(O)=O)C2=CC=CC=C12,1
CCCCCc1cc(O)c2c(c1)OC([C@@H]1[C@H]2C=C(C)CC1)(C)C,1
[O-][N+](=O)c1ccc(cc1)-c1ccc(\C=N\N2CC(=O)NC2=O)o1,1
[N+]1([C@H](c2cc(c(cc2CC1)OC)OC)Cc1cc(c(cc1)OC)OC)(CCC(=O)OCCCCCOC(=O)CC[N+]1([C@H](c2c(cc(c(c2)OC)OC)CC1)Cc1ccc(c(c1)OC)OC)C)C,0
O1[C@@H](n2cc(c(=O)[nH]c2=O)C)C[C@@H](N=[N+]=[N-])[C@@H]1CO,1
CC(C)C1=NN=C2C=CC(C3=C(C4=C(F)C=CC(F)=C4)N=CO3)=CN12,0
CC1OC(OC2CCC3(C)C4CCC5(C)C(CCC5(O)C4CCC3=C2)C2=CC(=O)OC=C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,0
CC=Cc1ccc2c(c1)OCO2,0
CCCCC[C@@](C)(/C=C/[C@H]1[C@@H](C[C@@H]([C@@H]1C/C=C/CCCC(=O)O)O)O)O,0
OC(=O)CCC(=O)c1ccc(cc1)-c1ccccc1,1
[N+](C1c2c(c3c1cccc3)cccc2)(CCCCCC[N+](C1c2c(c3c1cccc3)cccc2)(C)C)(C)C,0
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1
[H]C2=C([H])C([H])=C(N=NC1=C([H])C([H])=C(C([H])=C1([H]))N(C([H])([H])[H])C([H])([H])[H])C([H])=C2([H]),1
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1Cl,1
Oc1cc([C@@]2([C@@H](CN(CC2)C[C@@H](Cc2ccccc2)C(=O)NCC(=O)O)C)C)ccc1,0
N=C(O)N(O)[C@@H]1C=C[C@H](OC2=CC=CC(OC3=CC=C(F)C=C3)=C2)C1,1
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,0
Nc1ncnc2c1ncn2CC(O)C(O)C(=O)O,0
O=C1C(O)=C([C@H]2CC[C@H](C3=CC=C(Cl)C=C3)CC2)C(=O)C2=CC=CC=C12,0
CN(C)C1C2C(O)C3C(=C)c4c(Cl)ccc(O)c4C(=O)C3=C(O)C2(O)C(=O)C(C(N)=O)=C1O,0
O=C1NC(C(=O)NC(C(=O)NC(C(=O)NC(C(C)O)CO)CSSCC(C(=O)NC(Cc2ccccc2)C(=O)NC1CC1=CNc2c1cccc2)NC(=O)C(Cc1ccccc1)N)C(C)O)CCCCN,1
CC1NC(=O)C(N)CNC(=O)C(NC(=O)C(NC(=O)C(CNC(=O)CC(N)CCCN)NC1=O)=CNC(N)=O)C1CCN=C(N)N1,0
O[C@H](Cn1c2c(n(c(=O)n(c2=O)C)C)nc1)CO,0
NS(=O)(=O)c1cc2c(cc1Cl)NC=NS2(=O)=O,1
COc1cc(C(=O)OC2C3C=COC(OC4OC(CO)C(O)C(O)C4O)C3C3(CO)OC23)ccc1O,0
CC(O)C1NC(=O)C(C)NC(=O)C(CC(C)(O)CO)NC(=O)C2CC3=C(NC4=CC=CC=C34)SCC(NC1=O)C(=O)N1CC(O)CC1C(=O)NC(C)C(=O)N2,1
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,0
CC(C)C(Br)C(=O)NC(N)=O,1
CC(=O)OC1CC2C(C)(C)C(=O)C=CC2(C)C2CCC3(C)C(C(=O)C4OC34C12C)C1=COC=C1,0
S1c2c(N(C[C@@H](CN(C)C)C)c3c1cccc3)cccc2,1
O(C(=O)C=1C(\C(=C(/OC)\O)\C(=NC=1C)C)c1cc([N+](=O)[O-])ccc1)CCN(Cc1ccccc1)C,1
CC(C)(C(O)=O)c1ccc(cc1)[C@@H](O)CCCN1CCC(CC1)C(O)(c1ccccc1)c1ccccc1,0
O(CC)CC,0
O=C1C(=C(C(=O)c2ccccc21)CC=C(CCC[C@H](CCC[C@H](CCCC(C)C)C)C)C)C,0
COC1=C(O)C=C2C3C4N(CCC4=CC(O)C3O)CC2=C1,1
CCc1cccc2c3CCOC(CC)(CC(O)=O)c3[nH]c12,1
s1cc(nc1N)/C(=N\OC)/C(=O)N[C@H]1[C@H]2SCC(COC(=O)C)=C(N2C1=O)C(O)=O,1
[nH]1ncnc1,0
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,1
Cc1cccc2c3c(ccc12)C1=C(C(=O)C3=O)C(C)CO1,0
O[C@]1([C@]2([C@H]([C@H]3[C@H]([C@]4([C@H](CC3)CC(=O)C(=CO)C4)C)CC2)CC1)C)C,1
[H]OC([H])([H])C([H])([H])N([H])C(=O)C=1C(=C(C(=O)N([H])C([H])([H])C([H])(O[H])C([H])([H])O[H])C(=C(C=1I)N(C(=O)C([H])([H])[H])C([H])([H])C([H])(O[H])C([H])([H])O[H])I)I,0
O([C@H]1[C@@]2([C@H]3N(CC[C@]43[C@@H](N(c3c4cc(c(OC)c3)[C@@]3(C[C@@H]4C[C@](O)(CN(C4)CCc4c3[nH]c3c4cccc3)CC)C(=O)OC)C)[C@]1(O)C(=O)OC)CC=C2)CC)C(=O)C,0
CCCCCCCCCCCCCCCC(O)=O,1
CC(=O)OC1CC(O)C23COC(O)C1(C)C2CC(O)C1(C)C2C(=O)CC(C4=COC=C4)C2(C)C(OC(C)=O)C(=O)C31,1
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0
