Model: RF ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.8996033597760149,0.0029421177630603963,0.7631027253668762,0.016692686991525697,0.7652830188679246,0.02391393134755454
auc_roc,0.9632789819209778,0.0014533199393230824,0.8471836646963619,0.016480325127162007,0.8489996182069269,0.020455503326099134
recall,0.9084613810623342,0.00569437360439124,0.7829456067840855,0.026821871612183582,0.7918523244083903,0.02570773060699898
precision,0.8992458778783705,0.003821707322992892,0.7692017606640928,0.022232471882872414,0.7602136528796731,0.03228464398785893
f1,0.9038165563211302,0.003329475676235581,0.7756565890681394,0.017926707399279405,0.7752794667208225,0.023101366589854615
kappa,0.798811922337087,0.0058078696946647,0.5245740181806385,0.03366262925359892,0.5297876790276776,0.04779953163467734
mcc,0.798884695871583,0.00582802929854152,0.5252192904202792,0.03398552903254844,0.5308886252169607,0.04756661468651428
auc_prc,0.96729955823333,0.0017936698318156462,0.8590230612543855,0.02386097654659009,0.8568950830699917,0.025090930735381684
