Model: MLP ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.8016565562295848,0.01213810937899261,0.6991614255765198,0.019265551596490824,0.7147169811320755,0.024899942168035677
auc_roc,0.8864975408169171,0.008962140374682325,0.7697204271640397,0.018947721827206762,0.7808598655006219,0.028401346660654123
recall,0.7937329982551623,0.05514847878377669,0.7048461068801734,0.06752885308276606,0.7116579017103389,0.0632527321503798
precision,0.8227640082319668,0.03694518932190845,0.7186313338978287,0.02719193271761043,0.7320594687319014,0.04943466086916696
f1,0.8054665498225126,0.016162708439676217,0.7089756446234009,0.030413057273497746,0.7177944230364931,0.023726555514872197
kappa,0.6031281002464963,0.02433240784560532,0.3965446182654936,0.039103285012312486,0.4305481308144808,0.05019097907163698
mcc,0.6072499915710896,0.022218365645783614,0.39959339163102936,0.038838546525674575,0.43525778418682454,0.049075843208620955
auc_prc,0.8914913635500044,0.010498107122053676,0.7747697614426983,0.022540215339018375,0.772607644010544,0.031316341667122986
