Model: SVM ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.9701119925338311,0.000695662693227978,0.79895178197065,0.014538145448709263,0.7986792452830189,0.011934614793108277
auc_roc,0.9842384924931864,0.0013508685648537962,0.8656044552840549,0.012558545754402654,0.8704768343023866,0.012587258826613155
recall,0.9697218508419574,0.0011992643895917363,0.8146957775734258,0.032444598325602626,0.8189845591944284,0.022137860890485254
precision,0.972648033804059,0.0012130460510471038,0.8046162910621166,0.016219954566718722,0.7946574207456811,0.02243671240028635
f1,0.9711816768646393,0.0006511275738412533,0.8091122728441672,0.015547494921584972,0.806188561670208,0.011579157681177205
kappa,0.9401391638675787,0.001399200096146071,0.596538546499083,0.029224080448085228,0.5967921780828354,0.024182167006285938
mcc,0.9401459904594356,0.0013991826301069763,0.5974456986375196,0.0292561180295759,0.5977949246246974,0.024383320631385583
auc_prc,0.9833303443360222,0.002074191019957839,0.8667192575602553,0.01771229718396676,0.867194470253606,0.01967203581159938
