Model: LGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.772911805879608,0.004506175175986778,0.7134171907756814,0.013392600632020475,0.7124528301886792,0.01563193598279847
auc_roc,0.8572108694632161,0.003563445056168996,0.7929808263209628,0.010131948174469819,0.7904374085099521,0.014070030558008428
recall,0.8029441195558376,0.004253994041805842,0.7429051471112341,0.03149436954853692,0.7571969613413929,0.02116588941152151
precision,0.7697855152012892,0.0055456827567890105,0.7193621651487052,0.018837917308576896,0.7036846840094194,0.023919350313081105
f1,0.7859963975132289,0.003179615890969406,0.7304715964339814,0.017491059801160842,0.7291248151506918,0.016848478088056857
kappa,0.5443058614572888,0.009395293356248282,0.42448711536323697,0.02666109911819813,0.4235641971027941,0.0307543020495447
mcc,0.5448867525287078,0.009215766438219761,0.425407172366873,0.02740927332239309,0.42526758395311876,0.03048176486298937
auc_prc,0.8655969719483348,0.0036119419549055795,0.806257574989646,0.016587840214942966,0.7881461154571723,0.026764231386128087
