Model: LGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.9494633691087262,0.0021158719643032437,0.7838574423480084,0.016730820715076537,0.7862264150943397,0.019463249593211863
auc_roc,0.9899076905405803,0.0004480743119416769,0.8650604440614499,0.02166828562032294,0.8664591325165969,0.013614771189894837
recall,0.9495039456205967,0.002544025003694721,0.8046097403624148,0.03716555655274293,0.8111203835904204,0.02301258513804526
precision,0.9530284041371498,0.0029926333085325864,0.7876257139886841,0.017906824328395424,0.7799981315600706,0.027677230055368002
f1,0.9512587497141359,0.001935593195054329,0.7954728113765568,0.019935066658338194,0.7949573751022296,0.020325148239680704
kappa,0.8987845461567294,0.004259111510971312,0.5661417326329271,0.03332996926292191,0.571588096629862,0.03874486706389938
mcc,0.8987994944800463,0.004264542651329424,0.5672094417186722,0.033673350800189,0.5725325546418331,0.038793279525285135
auc_prc,0.991216324769014,0.00034990562257247753,0.8711443778459866,0.02805907980479651,0.8663804645272067,0.02348348424097441
