Model: RF ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
acc,0.8761315912272515,0.00433676185193606,0.7641509433962265,0.017695957039972888,0.7654716981132076,0.016406417138361065
auc_roc,0.9496197592074797,0.0021323790449088364,0.8496530130318714,0.016199135730350665,0.8468177244863335,0.017239068292915126
recall,0.9056071755138524,0.0051005863385757575,0.8109154242549877,0.03358590940850285,0.8093174607874077,0.027135581946317967
precision,0.8627483190832788,0.006582402201557708,0.7567152751936368,0.025105650911753583,0.7514293585309435,0.023186189056104478
f1,0.8836364249765765,0.004023631020933932,0.7823033301357188,0.020177359025234563,0.778951329353993,0.018927403240506183
kappa,0.7513858412220042,0.008708593143166342,0.5255242953929551,0.034917763504660165,0.5296503165410257,0.032081535978470965
mcc,0.7524401903907263,0.00850557836314957,0.5280067142928834,0.03533068076041044,0.5318821450400674,0.032396760134344525
auc_prc,0.9524694412380772,0.0018051491350405862,0.858521451574434,0.02501811488572267,0.8469987116672624,0.02704335563054794
