Model: SVM ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.971256614015877,0.004890521486830169,0.8397523095955772,0.054883343690958715,0.8538046939203469,0.051885175083826764
mae,0.339738301053801,0.016969509858660588,1.435669604244985,0.1589852521274534,1.415131725303103,0.1711773577517672
rmse,1.092344891665498,0.09633217579743833,2.5059639744399425,0.47953346295360716,2.4387384020710225,0.39315970445647425
