Model: SVM ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.8423391291655339,0.007255891939666118,0.6895523939596908,0.03960590626256582,0.7331006154420999,0.04397813371454857
mae,1.3528366876027946,0.028272570466759454,2.36576713107232,0.19360510392980576,2.24755014978256,0.15376185903362471
rmse,2.5676710128676197,0.06313589191348658,3.5244765240283096,0.32333913572141915,3.342897587952069,0.3095092072732658
