Model: LGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.8083180438187444,0.007653815610729936,0.6816550365614399,0.042885651589349795,0.7294900303603714,0.04010319046000684
mae,1.9949450991688586,0.03702943042606104,2.4391132483658753,0.19583729684662024,2.3567997446348192,0.11765190050657917
rmse,2.831305460873005,0.05858011236248682,3.56690706988951,0.326913155689916,3.3678110199296802,0.2845714052950482
