Model: XGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.997777319420489,0.0027128058473250274,0.8427379376142762,0.04238383825565126,0.8556315588877311,0.045131063011485624
mae,0.197325540417402,0.08986273396718253,1.4390628547258215,0.16220947029485885,1.4073281200162697,0.16014611778963223
rmse,0.2737634072447491,0.1329493611802442,2.490730655835078,0.3998262261714928,2.438235328143281,0.37551081208490883
