Model: MLP ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.9491141214456835,0.0038816100131651597,0.782887085139866,0.03845622783295726,0.8076972868707448,0.03794404058097173
mae,0.9876431749877161,0.03208837569809013,1.8904787709569004,0.13973866485403344,1.8134900287336193,0.1220027863170605
rmse,1.4580059603664755,0.05651093510116614,2.9416013059701536,0.3316276475503003,2.8366969586929462,0.3125511404526819
