Model: XGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.8779677557608421,0.017918239105427072,0.7039985795379208,0.0406436356839399,0.7432301101267609,0.04517531870385886
mae,1.4921428155136789,0.1597350795895217,2.294233915862404,0.19100852474710278,2.2455543150523347,0.16144590954753182
rmse,2.2539880777494035,0.16996223498151716,3.4393385267237457,0.3207414491073837,3.2813002367026627,0.3499675075555617
