Model: LGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.9649776272560585,0.006808669739490186,0.7625394402785972,0.06428857784970061,0.7665896863959248,0.04303588841647093
mae,0.7525714879557108,0.05760421363796871,1.8977685244132168,0.18305419668361195,1.9349389202008698,0.1271423269186684
rmse,1.2054900548052165,0.11018591340739668,3.0584844075181836,0.4610776706946308,3.1205337285664188,0.27260140044643305
