Model: MLP ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.8257212114308844,0.010117845752262137,0.6559423341772218,0.05134478407648689,0.7072176113862259,0.04305042104223012
mae,1.9459327296253772,0.05858410107603194,2.548520459745512,0.2263525082521372,2.4717705046962606,0.1817189294443409
rmse,2.6989973042024094,0.07458091698178584,3.702397011851823,0.33394847180840426,3.5028086806717047,0.2919534463415779
