Model: SVM ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.7987347022842822,0.007327887820417508,0.7172198643947645,0.07636818788541908,0.7318336497244069,0.05116668248108901
mae,1.6161111582105083,0.023341661936814372,2.0758454175560854,0.23678376519238628,2.0793154070586617,0.13210418728056558
rmse,2.9012471029040467,0.05164101165824231,3.337066608773695,0.5178583597719626,3.3460587842490908,0.32800500747380307
