Model: XGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.963969252981902,0.02130861442399291,0.7662574120594174,0.06208049877649097,0.7735469177866237,0.05768492650921222
mae,0.8048867035917844,0.23422710524471943,1.8872603897716698,0.16996748297525477,1.906922839753489,0.15694815628633368
rmse,1.178692252743108,0.35471677711598426,3.0351887829319395,0.44347831258666925,3.061853332338946,0.3575655760807888
