Model: LGB ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.9830097481537277,0.006247291644019914,0.8220446813771562,0.04267531164638069,0.8428276807439448,0.03475206469239486
mae,0.5134220111174297,0.06212431237219615,1.5639869455618585,0.1347829461020786,1.543328696583127,0.10549038447951142
rmse,0.8318631227355532,0.13146304282414628,2.6550888132502,0.37084458342837645,2.56065248379591,0.2975198801774389
