Model: RF ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.9317087442287336,0.002678266953783705,0.7650980922655786,0.05871564329144987,0.7865754504042803,0.03775907864130181
mae,1.2074186527670174,0.028545903059602404,1.971815539580824,0.2219346699201743,1.9519831530405933,0.1255889475015787
rmse,1.6901562107562564,0.04183125923012384,3.0444832377588584,0.4315387034403397,2.98733853147154,0.27710493656020907
