Model: MLP ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.8585298593736832,0.007911523268726057,0.7041096849288591,0.06868347099921404,0.7248920482176975,0.06480108153731914
mae,1.6500993617350503,0.04436374525210867,2.251863148170755,0.180233857960076,2.1979311130894486,0.15189327836843552
rmse,2.4318734067635335,0.07014033147013649,3.4226346637598986,0.4602517522844278,3.3826146509420325,0.4002707063300117
