Model: RF ,Train,Tr_STD,Validation,Va_STD,Test,Te_STD
r2,0.9460636709321195,0.003127254164635519,0.7314403803889993,0.07541813368338697,0.7512692847106247,0.05255900563845901
mae,0.9935290765915372,0.022235613189862755,2.057120736014271,0.18778672581107403,2.0294954872033397,0.11925895768713358
rmse,1.5015158538045774,0.04238185799318363,3.2465880988704923,0.4916865488803517,3.2172198508844465,0.3169130611942983
